scientificname,longitude,latitude,depth,taxonRank,occurrenceStatus,phylum,class,date_time,AphiaID
Synechococcus,-170.112,-67.52,12.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-16,160572.0
Synechococcus,-170.112,-67.52,153.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-16,160572.0
Synechococcus,-170.112,-67.52,204.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-16,160572.0
Synechococcus,-170.112,-67.52,22.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-16,160572.0
Synechococcus,-170.112,-67.52,42.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-16,160572.0
Synechococcus,-170.112,-67.52,62.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-16,160572.0
Synechococcus,-170.112,-67.52,7.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-16,160572.0
Synechococcus,-170.112,-67.52,82.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-16,160572.0
Synechococcus,-170.163,-56.844,102.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-06,160572.0
Synechococcus,-170.163,-56.844,11.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-06,160572.0
Synechococcus,-170.163,-56.844,131.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-06,160572.0
Synechococcus,-170.163,-56.844,162.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-06,160572.0
Synechococcus,-170.163,-56.844,203.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-06,160572.0
Synechococcus,-170.163,-56.844,31.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-06,160572.0
Synechococcus,-170.163,-56.844,51.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-06,160572.0
Synechococcus,-170.163,-56.844,71.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-06,160572.0
Synechococcus,-170.167,-56.85,104.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-18,160572.0
Synechococcus,-170.167,-56.85,13.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-18,160572.0
Synechococcus,-170.167,-56.85,134.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-18,160572.0
Synechococcus,-170.167,-56.85,163.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-18,160572.0
Synechococcus,-170.167,-56.85,204.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-18,160572.0
Synechococcus,-170.167,-56.85,26.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-18,160572.0
Synechococcus,-170.167,-56.85,3.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-18,160572.0
Synechococcus,-170.167,-56.85,34.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-18,160572.0
Synechococcus,-170.167,-56.85,54.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-18,160572.0
Synechococcus,-170.167,-56.85,55.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-18,160572.0
Synechococcus,-170.167,-56.85,73.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-18,160572.0
Synechococcus,-170.167,-56.85,18.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-19,160572.0
Synechococcus,-170.167,-56.85,32.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-19,160572.0
Synechococcus,-170.167,-56.85,43.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-19,160572.0
Synechococcus,-170.1,-60.0,101.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-25,160572.0
Synechococcus,-170.1,-60.0,11.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-25,160572.0
Synechococcus,-170.1,-60.0,151.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-25,160572.0
Synechococcus,-170.1,-60.0,205.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-25,160572.0
Synechococcus,-170.1,-60.0,21.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-25,160572.0
Synechococcus,-170.1,-60.0,41.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-25,160572.0
Synechococcus,-170.1,-60.0,61.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-25,160572.0
Synechococcus,-170.1,-60.0,80.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-25,160572.0
Synechococcus,-170.1,-61.0,103.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-26,160572.0
Synechococcus,-170.1,-61.0,12.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-26,160572.0
Synechococcus,-170.1,-61.0,155.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-26,160572.0
Synechococcus,-170.1,-61.0,204.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-26,160572.0
Synechococcus,-170.1,-61.0,22.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-26,160572.0
Synechococcus,-170.1,-61.0,44.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-26,160572.0
Synechococcus,-170.1,-61.0,64.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-26,160572.0
Synechococcus,-170.1,-61.0,84.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-26,160572.0
Synechococcus,-170.1,-62.0,103.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-19,160572.0
Synechococcus,-170.1,-62.0,11.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-19,160572.0
Synechococcus,-170.1,-62.0,152.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-19,160572.0
Synechococcus,-170.1,-62.0,202.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-19,160572.0
Synechococcus,-170.1,-62.0,21.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-19,160572.0
Synechococcus,-170.1,-62.0,41.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-19,160572.0
Synechococcus,-170.1,-62.0,61.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-19,160572.0
Synechococcus,-170.1,-62.0,81.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-19,160572.0
Synechococcus,-170.1,-65.167,100.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-28,160572.0
Synechococcus,-170.1,-65.167,150.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-28,160572.0
Synechococcus,-170.1,-65.167,19.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-28,160572.0
Synechococcus,-170.1,-65.167,206.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-28,160572.0
Synechococcus,-170.1,-65.167,40.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-28,160572.0
Synechococcus,-170.1,-65.167,61.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-28,160572.0
Synechococcus,-170.1,-65.167,79.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-28,160572.0
Synechococcus,-170.1,-65.167,9.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-01-28,160572.0
Synechococcus,-170.0,-58.5,103.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-08,160572.0
Synechococcus,-170.0,-58.5,12.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-08,160572.0
Synechococcus,-170.0,-58.5,133.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-08,160572.0
Synechococcus,-170.0,-58.5,163.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-08,160572.0
Synechococcus,-170.0,-58.5,205.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-08,160572.0
Synechococcus,-170.0,-58.5,31.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-08,160572.0
Synechococcus,-170.0,-58.5,51.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-08,160572.0
Synechococcus,-170.0,-58.5,72.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-08,160572.0
Synechococcus,-170.0,-58.5,109.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-20,160572.0
Synechococcus,-170.0,-58.5,16.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-20,160572.0
Synechococcus,-170.0,-58.5,164.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-20,160572.0
Synechococcus,-170.0,-58.5,32.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-20,160572.0
Synechococcus,-170.0,-58.5,4.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-20,160572.0
Synechococcus,-170.0,-58.5,41.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-20,160572.0
Synechococcus,-170.0,-58.5,55.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-20,160572.0
Synechococcus,-170.0,-58.5,71.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-20,160572.0
Synechococcus,-170.0,-60.917,119.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-23,160572.0
Synechococcus,-170.0,-60.917,156.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-23,160572.0
Synechococcus,-170.0,-60.917,18.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-23,160572.0
Synechococcus,-170.0,-60.917,36.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-23,160572.0
Synechococcus,-170.0,-60.917,4.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-23,160572.0
Synechococcus,-170.0,-60.917,44.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-23,160572.0
Synechococcus,-170.0,-60.917,69.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-23,160572.0
Synechococcus,-170.0,-60.917,77.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-23,160572.0
Synechococcus,-170.0,-61.667,10.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-23,160572.0
Synechococcus,-170.0,-61.667,100.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-23,160572.0
Synechococcus,-170.0,-61.667,30.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-23,160572.0
Synechococcus,-170.0,-61.667,5.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-23,160572.0
Synechococcus,-170.0,-61.667,50.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-23,160572.0
Synechococcus,-170.0,-61.667,60.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-23,160572.0
Synechococcus,-170.0,-61.667,70.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-23,160572.0
Synechococcus,-170.0,-67.5,100.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-28,160572.0
Synechococcus,-170.0,-67.5,20.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-28,160572.0
Synechococcus,-170.0,-67.5,30.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-28,160572.0
Synechococcus,-170.0,-67.5,5.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-28,160572.0
Synechococcus,-170.0,-67.5,50.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-28,160572.0
Synechococcus,-170.0,-67.5,70.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-28,160572.0
Synechococcus,-171.748,-55.667,106.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-26,160572.0
Synechococcus,-171.748,-55.667,137.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-26,160572.0
Synechococcus,-171.748,-55.667,16.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-26,160572.0
Synechococcus,-171.748,-55.667,166.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-26,160572.0
Synechococcus,-171.748,-55.667,207.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-26,160572.0
Synechococcus,-171.748,-55.667,36.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-26,160572.0
Synechococcus,-171.748,-55.667,57.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-26,160572.0
Synechococcus,-171.748,-55.667,75.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-26,160572.0
Synechococcus,-174.732,-52.966,11.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-16,160572.0
Synechococcus,-174.732,-52.966,21.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-16,160572.0
Synechococcus,-174.732,-52.966,35.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-16,160572.0
Synechococcus,-174.732,-52.966,46.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-16,160572.0
Synechococcus,-174.732,-52.966,70.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-16,160572.0
Synechococcus,-174.734,-52.968,105.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-15,160572.0
Synechococcus,-174.734,-52.968,135.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-15,160572.0
Synechococcus,-174.734,-52.968,14.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-15,160572.0
Synechococcus,-174.734,-52.968,166.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-15,160572.0
Synechococcus,-174.734,-52.968,206.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-15,160572.0
Synechococcus,-174.734,-52.968,33.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-15,160572.0
Synechococcus,-174.734,-52.968,54.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-15,160572.0
Synechococcus,-174.734,-52.968,74.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1998-02-15,160572.0
Synechococcus,-174.73,-53.03,102.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-04,160572.0
Synechococcus,-174.73,-53.03,132.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-04,160572.0
Synechococcus,-174.73,-53.03,15.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-04,160572.0
Synechococcus,-174.73,-53.03,161.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-04,160572.0
Synechococcus,-174.73,-53.03,202.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-04,160572.0
Synechococcus,-174.73,-53.03,35.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-04,160572.0
Synechococcus,-174.73,-53.03,56.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-04,160572.0
Synechococcus,-174.73,-53.03,77.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,1997-12-04,160572.0
Synechococcus,-72.39,-34.55,131.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.39,-34.55,15.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.39,-34.55,2.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.39,-34.55,25.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.39,-34.55,30.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.39,-34.55,35.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.39,-34.55,40.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.39,-34.55,45.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.39,-34.55,5.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.39,-34.55,55.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.41,-34.54,10.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.41,-34.54,101.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.41,-34.54,151.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.41,-34.54,20.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.41,-34.54,30.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.41,-34.54,39.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.41,-34.54,50.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.41,-34.54,60.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.41,-34.54,80.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.42,-34.51,10.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.42,-34.51,100.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.42,-34.51,20.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.42,-34.51,30.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.42,-34.51,42.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.42,-34.51,50.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.42,-34.51,6.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.42,-34.51,60.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.42,-34.51,81.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.43,-34.58,100.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.43,-34.58,19.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.43,-34.58,3.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.43,-34.58,30.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.43,-34.58,35.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.43,-34.58,39.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.43,-34.58,4.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.43,-34.58,50.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.43,-34.58,60.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.43,-34.58,9.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.44,-34.6,100.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.44,-34.6,14.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.44,-34.6,20.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.44,-34.6,30.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.44,-34.6,40.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.44,-34.6,5.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.44,-34.6,50.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.44,-34.6,9.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.45,-34.62,10.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.45,-34.62,100.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.45,-34.62,20.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.45,-34.62,30.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.45,-34.62,4.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.45,-34.62,40.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.45,-34.62,50.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.45,-34.62,60.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.45,-34.62,80.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.46,-34.62,100.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.46,-34.62,151.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.46,-34.62,20.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.46,-34.62,30.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.46,-34.62,4.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.46,-34.62,40.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.46,-34.62,50.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.46,-34.62,61.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.46,-34.62,80.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.46,-34.62,9.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.47,-34.63,15.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.47,-34.63,2.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.47,-34.63,25.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.47,-34.63,39.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.47,-34.63,5.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.47,-34.63,60.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-10,160572.0
Synechococcus,-72.4,-34.54,10.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.4,-34.54,100.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.4,-34.54,2.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.4,-34.54,21.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.4,-34.54,35.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.4,-34.54,40.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-72.4,-34.54,50.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-09,160572.0
Synechococcus,-73.29,-33.85,101.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-08,160572.0
Synechococcus,-73.29,-33.85,149.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-08,160572.0
Synechococcus,-73.29,-33.85,20.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-08,160572.0
Synechococcus,-73.29,-33.85,26.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-08,160572.0
Synechococcus,-73.29,-33.85,30.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-08,160572.0
Synechococcus,-73.29,-33.85,39.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-08,160572.0
Synechococcus,-73.29,-33.85,5.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-08,160572.0
Synechococcus,-73.29,-33.85,50.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-08,160572.0
Synechococcus,-73.29,-33.85,59.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-08,160572.0
Synechococcus,-73.29,-33.85,80.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-08,160572.0
Synechococcus,-73.29,-33.85,9.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-08,160572.0
Synechococcus,-73.32,-33.85,11.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-08,160572.0
Synechococcus,-73.32,-33.85,15.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-08,160572.0
Synechococcus,-73.32,-33.85,2.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-08,160572.0
Synechococcus,-73.32,-33.85,20.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-08,160572.0
Synechococcus,-73.32,-33.85,26.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-08,160572.0
Synechococcus,-73.32,-33.85,31.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-08,160572.0
Synechococcus,-73.32,-33.85,41.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-08,160572.0
Synechococcus,-73.32,-33.85,5.0,GENUS,PRESENT,Cyanobacteria,Cyanophyceae,2004-12-08,160572.0
