scientificname,longitude,latitude,depth,taxonRank,occurrenceStatus,phylum,class,date_time,AphiaID
Tripos lineatus,167.75,-40.88,100.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-01-30,837459.0
Tripos lineatus,169.62,-41.02,150.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-01-23,837459.0
Tripos lineatus,-58.295,-47.185,5.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-12-06,837459.0
Tripos lineatus,11.666667,-57.191667,10.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1983-12-08,837459.0
Tripos lineatus,11.666667,-57.191667,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1983-12-08,837459.0
Tripos lineatus,141.06312,-38.4076,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2011-01-03,837459.0
Tripos lineatus,145.5942,-60.4639,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2012-01-09,837459.0
Tripos lineatus,147.1613,-45.009,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-12-11,837459.0
Tripos lineatus,147.3739,-45.6227,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2011-02-05,837459.0
Tripos lineatus,147.3766,-45.5413,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2011-02-05,837459.0
Tripos lineatus,172.9,-52.4833,1.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1957-12-20,837459.0
Tripos lineatus,173.15,-51.9,1.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1957-12-20,837459.0
Tripos lineatus,173.5167,-54.2833,1.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1957-12-21,837459.0
Tripos lineatus,173.6333,-53.7167,1.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1957-12-21,837459.0
Tripos lineatus,174.2167,-54.95,1.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1957-12-21,837459.0
Tripos lineatus,174.4667,-55.5667,1.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1957-12-21,837459.0
Tripos lineatus,174.7167,-56.3167,1.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1957-12-21,837459.0
Tripos lineatus,175.15,-57.5167,1.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1957-12-22,837459.0
Tripos lineatus,175.2833,-58.1667,1.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1957-12-22,837459.0
Tripos lineatus,175.5333,-58.7833,1.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1957-12-22,837459.0
Tripos lineatus,175.65,-59.0833,1.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1957-12-22,837459.0
Tripos lineatus,175.75,-59.3833,1.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1957-12-22,837459.0
Tripos lineatus,176.05,-60.0333,1.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1957-12-22,837459.0
Tripos lineatus,176.2667,-60.35,1.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1957-12-23,837459.0
Tripos lineatus,176.6667,-61.3667,1.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1957-12-23,837459.0
Tripos lineatus,176.9333,-61.6333,1.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1957-12-23,837459.0
Tripos lineatus,176.0,-59.9,1.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1957-12-22,837459.0
Tripos lineatus,177.35,-62.45,1.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1957-12-24,837459.0
Tripos longipes,11.666667,-57.191667,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1983-12-08,841259.0
Tripos longipes,11.666667,-57.191667,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1985-12-02,841259.0
Tripos lunula,170.38,-34.8,0.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-02-03,837229.0
Tripos lunula,170.38,-34.8,25.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-02-03,837229.0
Tripos lunula,148.16448,-38.72665,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-01-14,837229.0
Tripos lunula,148.56608,-38.61612,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-01-14,837229.0
Tripos lunula,148.96618,-38.50367,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-01-14,837229.0
Tripos lunula,149.36503,-38.38986,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-01-14,837229.0
Tripos lunula,150.35039,-37.33093,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-01-14,837229.0
Tripos lunula,150.46139,-37.00917,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-01-14,837229.0
Tripos lunula,150.57146,-36.6873,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-01-14,837229.0
Tripos lunula,150.68061,-36.36533,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-01-13,837229.0
Tripos lunula,150.78886,-36.04326,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-01-13,837229.0
Tripos lunula,150.89623,-35.7211,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-01-13,837229.0
Tripos lunula,151.24081,-34.41815,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-01-13,837229.0
Tripos lunula,151.24498,-34.42064,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-02-16,837229.0
Tripos lunula,153.43327,-30.58761,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-12,837229.0
Tripos lunula,153.52244,-30.26257,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-12,837229.0
Tripos macroceros,11.666667,-57.191667,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1983-12-08,841260.0
Tripos macroceros,11.666667,-57.191667,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1985-12-02,841260.0
Tripos macroceros,148.96618,-38.50367,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-01-14,841260.0
Tripos macroceros,149.36503,-38.38986,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-01-14,841260.0
Tripos macroceros,149.60005,-38.0614,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2011-12-14,841260.0
Tripos macroceros,149.64636,-38.14795,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-01-14,841260.0
Tripos macroceros,150.12415,-37.53937,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2011-12-14,841260.0
Tripos macroceros,150.35039,-37.33093,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-01-14,841260.0
Tripos macroceros,150.89623,-35.7211,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-01-13,841260.0
Tripos macroceros,151.30111,-34.08803,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-01-13,841260.0
Tripos macroceros,153.24339,-31.28365,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2011-12-11,841260.0
Tripos macroceros,153.33286,-30.95855,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2011-12-11,841260.0
Tripos macroceros,153.50999,-30.30815,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2011-12-11,841260.0
Tripos massiliensis,150.68061,-36.36533,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-01-13,841261.0
Tripos massiliensis,168.88,-35.12,0.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-02-03,841261.0
Tripos massiliensis,170.38,-34.8,0.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-02-03,841261.0
Tripos massiliensis,170.38,-34.8,25.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-02-03,841261.0
Tripos minutus,148.8,-45.2,0.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-01-14,841263.0
Tripos minutus,148.8,-45.2,50.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-01-14,841263.0
Tripos minutus,149.8,-41.7,100.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-01-13,841263.0
Tripos minutus,150.32,-38.65,50.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-02-12,841263.0
Tripos minutus,150.88,-44.08,25.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-01-16,841263.0
Tripos minutus,150.88,-44.08,75.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-01-16,841263.0
Tripos minutus,154.73,-43.33,0.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-01-17,841263.0
Tripos minutus,154.73,-43.33,50.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-01-17,841263.0
Tripos minutus,156.75,-46.52,0.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-01-18,841263.0
Tripos minutus,156.75,-46.52,75.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-01-18,841263.0
Tripos minutus,158.25,-44.6,0.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-01-19,841263.0
Tripos minutus,171.5833,-48.6167,1.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1957-12-19,841263.0
Tripos minutus,171.8,-49.15,1.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1957-12-19,841263.0
Tripos minutus,174.7167,-56.3167,1.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1957-12-21,841263.0
Tripos muelleri,11.666667,-57.191667,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1983-12-08,495363.0
Tripos muelleri,11.666667,-57.191667,10.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1985-12-02,495363.0
Tripos muelleri,11.666667,-57.191667,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1985-12-02,495363.0
Tripos muelleri,154.08,-42.27,50.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-01-17,495363.0
Tripos muelleri,174.2167,-54.95,1.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1957-12-21,495363.0
Tripos muelleri,141.8371,-54.4227,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2007-12-19,495363.0
Tripos muelleri,141.8539,-54.5865,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2007-12-19,495363.0
Tripos muelleri,141.9791,-56.0856,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2007-12-19,495363.0
Tripos muelleri,141.9987,-56.2525,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2007-12-19,495363.0
Tripos muelleri,147.1477,-48.1181,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2011-02-04,495363.0
Tripos muelleri,147.2133,-47.5377,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2011-02-04,495363.0
Tripos muelleri,147.2485,-47.1215,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2011-02-04,495363.0
Tripos muelleri,147.2547,-47.0387,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2011-02-04,495363.0
Tripos muelleri,147.2611,-46.9523,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2011-02-04,495363.0
Tripos muelleri,147.2679,-46.8693,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2011-02-04,495363.0
Tripos muelleri,147.2793,-46.7053,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2011-02-04,495363.0
Tripos muelleri,147.2854,-46.6215,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2011-02-04,495363.0
Tripos pentagonus,149.955,-40.815,2.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1984-02-15,841746.0
Tripos pentagonus,149.975,-50.4,2.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1984-02-13,841746.0
Tripos pentagonus,150.01,-43.645,2.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1984-02-14,841746.0
Tripos pentagonus,150.043,-56.86,2.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1984-02-12,841746.0
Tripos pentagonus,150.32,-38.65,100.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-02-12,841746.0
Tripos pentagonus,150.407,-54.922,2.5,SPECIES,PRESENT,Myzozoa,Dinophyceae,1984-02-12,841746.0
Tripos pentagonus,152.08,-38.25,50.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-02-11,841746.0
Tripos pentagonus,152.13,-42.8,0.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-01-16,841746.0
Tripos pentagonus,152.13,-42.8,150.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-01-16,841746.0
Tripos pentagonus,154.08,-42.27,50.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-01-17,841746.0
Tripos pentagonus,154.08,-42.27,75.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-01-17,841746.0
Tripos pentagonus,154.0,-38.17,75.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-02-11,841746.0
Tripos pentagonus,158.25,-44.6,75.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-01-19,841746.0
Tripos pentagonus,159.18,-37.05,150.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-02-10,841746.0
Tripos pentagonus,165.17,-41.17,50.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-01-31,841746.0
Tripos pentagonus,166.83,-35.53,150.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-02-02,841746.0
Tripos pentagonus,171.92,-34.43,75.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,1961-02-03,841746.0
Tripos pentagonus,2.0234,-49.1928,10.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-22,841746.0
Tripos pentagonus,2.0234,-49.1928,100.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-22,841746.0
Tripos pentagonus,2.0234,-49.1928,20.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-22,841746.0
Tripos pentagonus,2.0234,-49.1928,40.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-22,841746.0
Tripos pentagonus,2.0234,-49.1928,60.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-22,841746.0
Tripos pentagonus,2.0234,-49.1928,80.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-22,841746.0
Tripos pentagonus,2.0541,-48.9954,10.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-23,841746.0
Tripos pentagonus,2.0541,-48.9954,100.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-23,841746.0
Tripos pentagonus,2.0541,-48.9954,20.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-23,841746.0
Tripos pentagonus,2.0541,-48.9954,200.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-23,841746.0
Tripos pentagonus,2.0541,-48.9954,40.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-23,841746.0
Tripos pentagonus,2.0541,-48.9954,80.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-23,841746.0
Tripos pentagonus,2.1194,-49.2103,10.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-13,841746.0
Tripos pentagonus,2.1194,-49.2103,100.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-13,841746.0
Tripos pentagonus,2.1194,-49.2103,40.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-13,841746.0
Tripos pentagonus,2.1194,-49.2103,80.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-13,841746.0
Tripos pentagonus,2.2575,-49.4325,10.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-12,841746.0
Tripos pentagonus,2.2575,-49.4325,100.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-12,841746.0
Tripos pentagonus,2.2575,-49.4325,20.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-12,841746.0
Tripos pentagonus,2.2575,-49.4325,80.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-12,841746.0
Tripos pentagonus,2.3903,-49.3006,10.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-24,841746.0
Tripos pentagonus,2.3903,-49.3006,100.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-24,841746.0
Tripos pentagonus,2.3903,-49.3006,20.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-24,841746.0
Tripos pentagonus,2.3903,-49.3006,40.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-24,841746.0
Tripos pentagonus,2.3903,-49.3006,80.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2004-02-24,841746.0
Tripos pentagonus,115.0197,-61.591,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-13,841746.0
Tripos pentagonus,120.9143,-59.9151,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-12,841746.0
Tripos pentagonus,122.3345,-59.4927,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-12,841746.0
Tripos pentagonus,123.1985,-59.251,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-12,841746.0
Tripos pentagonus,128.4347,-57.6503,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-11,841746.0
Tripos pentagonus,128.8483,-57.5442,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-11,841746.0
Tripos pentagonus,129.136,-57.4894,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-11,841746.0
Tripos pentagonus,129.5502,-57.372,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-11,841746.0
Tripos pentagonus,129.6763,-57.3274,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-11,841746.0
Tripos pentagonus,131.8263,-56.6901,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-11,841746.0
Tripos pentagonus,132.355,-56.5287,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-11,841746.0
Tripos pentagonus,132.884,-56.3716,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-11,841746.0
Tripos pentagonus,133.0219,-56.3333,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-11,841746.0
Tripos pentagonus,133.1526,-56.2961,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-11,841746.0
Tripos pentagonus,133.6756,-56.1343,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-11,841746.0
Tripos pentagonus,133.9369,-56.0521,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-11,841746.0
Tripos pentagonus,134.3346,-55.8096,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-11,841746.0
Tripos pentagonus,134.4169,-55.7415,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-11,841746.0
Tripos pentagonus,134.8649,-55.4086,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-11,841746.0
Tripos pentagonus,135.6474,-54.808,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-10,841746.0
Tripos pentagonus,135.7358,-54.7417,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-10,841746.0
Tripos pentagonus,135.9089,-54.609,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-10,841746.0
Tripos pentagonus,135.9902,-54.5398,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-10,841746.0
Tripos pentagonus,136.8774,-53.7969,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-10,841746.0
Tripos pentagonus,137.2884,-53.4555,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-12-10,841746.0
Tripos pentagonus,140.3821,-62.2956,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-21,841746.0
Tripos pentagonus,140.4736,-62.0508,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-21,841746.0
Tripos pentagonus,141.0166,-60.5766,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-22,841746.0
Tripos pentagonus,141.2827,-59.7785,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-22,841746.0
Tripos pentagonus,141.4597,-59.2036,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-22,841746.0
Tripos pentagonus,141.4676,-58.7042,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-22,841746.0
Tripos pentagonus,141.4698,-59.1212,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-22,841746.0
Tripos pentagonus,141.4878,-58.4545,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-22,841746.0
Tripos pentagonus,141.6484,-57.8869,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-22,841746.0
Tripos pentagonus,141.7451,-57.3075,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-22,841746.0
Tripos pentagonus,141.7605,-57.0584,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-22,841746.0
Tripos pentagonus,141.7822,-56.9764,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-22,841746.0
Tripos pentagonus,141.8575,-56.8146,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-22,841746.0
Tripos pentagonus,141.9461,-56.6052,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,141.9914,-56.5233,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,142.033,-56.4456,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,142.0656,-56.2784,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,142.0771,-56.1976,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,142.1068,-55.9476,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,142.1158,-55.862,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,142.1285,-55.7815,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,142.2162,-55.5349,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,142.5699,-54.6428,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,142.7002,-54.3163,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,142.7265,-52.9145,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,142.7294,-52.8588,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,142.768,-54.1554,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,142.8045,-54.0737,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,142.8275,-52.7981,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,142.8363,-52.9653,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,142.8389,-53.9952,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,142.8737,-53.9122,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,142.9808,-53.6695,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,143.0163,-53.5906,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,143.0236,-53.1804,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,143.0477,-53.5078,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,143.0721,-53.3447,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,143.0754,-53.4267,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-23,841746.0
Tripos pentagonus,145.0938,-51.1654,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-24,841746.0
Tripos pentagonus,145.258,-51.0353,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-24,841746.0
Tripos pentagonus,145.3435,-50.9681,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-24,841746.0
Tripos pentagonus,145.5444,-50.7574,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-24,841746.0
Tripos pentagonus,145.6396,-50.6018,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2008-01-24,841746.0
Tripos pentagonus,145.6408,-45.7616,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-12-11,841746.0
Tripos pentagonus,146.4438,-45.4028,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-12-11,841746.0
Tripos pentagonus,147.1477,-48.1181,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2011-02-04,841746.0
Tripos pentagonus,147.191,-47.7857,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2011-02-04,841746.0
Tripos pentagonus,147.2679,-46.8693,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2011-02-04,841746.0
Tripos pentagonus,149.36503,-38.38986,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2010-01-14,841746.0
Tripos pentagonus,149.9323,-48.5157,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-02-18,841746.0
Tripos pentagonus,149.9607,-51.3595,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-02-17,841746.0
Tripos pentagonus,149.9698,-51.2757,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-02-17,841746.0
Tripos pentagonus,149.9878,-48.6137,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-02-18,841746.0
Tripos pentagonus,150.0005,-49.9718,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-02-17,841746.0
Tripos pentagonus,150.012,-50.7787,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-02-17,841746.0
Tripos pentagonus,150.013,-51.582,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-02-17,841746.0
Tripos pentagonus,150.0148,-50.4445,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-02-17,841746.0
Tripos pentagonus,150.0182,-50.116,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-02-17,841746.0
Tripos pentagonus,150.0225,-47.882,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-02-18,841746.0
Tripos pentagonus,150.0267,-52.4732,5.0,SPECIES,PRESENT,Myzozoa,Dinophyceae,2009-02-17,841746.0
