Date,Station,Latitude,Longitude,Depth,Niskin,Sample,Fltr_Vol,Chl_C3,Chl_lide,MgDVP,Chl_C2,Chl_C1,Peridinin,Ph_ide,But_19,Fuco,Neo,Prasino,Viola,Hex_19,Diadino,cis_fuco,Allo,Diato,Monad,Zea,Lutein,Croco,Chl_b,Chl_a_allomer,Chl_C2_MGDG,DV_Chl_a,Chl_a,Ph_tin,a_Car,b_Car
2018-01-17,31,-77.49458,174.346,5,UW,1,1.06,34.5,41.3,14.4,448.8,0,11.8,111.2,15.5,42.9,0,0,0,67.5,95.5,10.4,12.5,15.5,0,42.9,0,8,23.9,0,67.3,0,375.3,42,0,9.3
2018-01-17,31,-77.49458,174.346,10,23,2,1.06,32.2,42.4,14.9,431.1,0,12.2,101.9,7.5,43.4,0,0,0,60.2,97.3,9.8,11.9,14,0,41,0,9.1,23.1,0,62.4,0,356.3,43.7,0,8.6
2018-01-17,31,-77.49458,174.346,30,21,3,1.06,43.6,49.3,22.2,599.9,0,16.2,116.1,17.5,59.3,0,0,0,80.1,94.6,11.2,12.2,14.2,0,36.4,0,11.3,24.7,0,71.3,0,509.2,51.2,0,12.3
2018-01-17,31,-77.49458,174.346,50,17,4,1.06,44.2,36.7,18.5,512.7,0,14.6,102.6,9.3,53.5,0,0,8.5,61.7,75.3,10.6,12.2,14,0,33.6,0,0,26.4,0,66,31.9,443.5,50,0,9.2
2018-01-17,31,-77.49458,174.346,70,15,5,1.06,82.7,0,24,706,0,22.5,84.7,10.2,77,4.6,3.6,10.1,62,35.6,12.6,0,14.4,0,0,0,13.6,45.9,14.6,63.9,35.5,633.9,80.1,0,9.5
2018-01-17,31,-77.49458,174.346,90,12,6,1.06,87.6,0,22,460,0,8,46.4,10.2,55,6,5.6,10.5,52.6,20.5,10.7,12.9,13.3,0,0,0,0,71.5,0,53.4,25.5,474.7,55.5,18.4,6.9
2018-01-17,32,-76.74995,170.0005,5,UW,1,1.06,110.5,199,25.2,2355.8,0,12.2,175.4,0,190.2,0,0,0,94.6,237.9,34.2,0,21,0,0,0,29.7,23.1,0,104.9,0,1205.1,132.9,0,22
2018-01-17,32,-76.74995,170.0005,10,24,2,1.06,116.2,199.9,13.1,2377.6,0,11.9,184.3,0,214.6,0,0,0,106.7,237.1,30.1,0,17.3,0,0,0,15.6,23.7,0,110.3,0,1333.9,155,0,24.9
2018-01-17,32,-76.74995,170.0005,25,21,3,1.06,261,166.6,0,2861.1,0,21.7,137.5,26.1,228.2,0,0,0,330.7,97.5,35.6,0,0,0,0,0,0,34.4,13.9,278,0,2108.8,128.9,0,19.7
2018-01-17,32,-76.74995,170.0005,40,19,4,1.06,187.4,78.5,0,1502.3,0,14.4,113,21.1,113,0,0,43.6,262.4,60.5,25.5,0,0,0,0,0,0,21.6,0,220.1,0,1250.5,101.8,0,10.4
2018-01-17,32,-76.74995,170.0005,75,15,5,1.06,83.6,17,0,381.7,0,0,65.7,12.1,19.5,0,0,0,165.4,21.6,6.8,0,0,0,0,0,0,0,0,126.8,0,308.8,110.9,0,2.5
2018-01-17,32,-76.74995,170.0005,150,12,6,1.06,65.8,0,0,299.4,0,0,63,10.8,16.3,0,0,0,129.3,20.1,0,0,0,0,0,0,0,0,0,102.2,0,243.0,92.3,0,1.5
2018-01-24,34,-77.14722,167.4974,5,UW,1,1.06,84.2,125.9,18.2,1334.6,0,9.9,76.2,0,99.8,0,0,0,49.7,94.3,17.9,0,13.6,0,0,0,6.8,20.4,0,66.8,0,665.3,54.7,0,7.1
2018-01-24,34,-77.14722,167.4974,10,24,2,1.06,101.8,176.8,20.9,1550.2,0,18.6,111.9,0,152,0,0,0,79.9,113.1,24.1,0,0,0,0,0,12.2,22,14.2,89.5,0,978.7,80.9,0,17.7
2018-01-24,34,-77.14722,167.4974,20,22,3,1.06,59.3,68.2,11.6,731.3,0,14.7,82.5,9.5,79.6,0,0,0,66.3,59.1,13.4,0,0,0,0,0,0,20,0,67.8,0,600.5,61.9,0,10.6
2018-01-24,34,-77.14722,167.4974,30,20,4,1.06,36.4,33.2,13.7,379.1,0,10.5,69.8,8.6,42.9,0,0,0,53.7,41.9,9.8,0,0,0,0,0,0,20.2,0,56.9,0,357.0,53.1,0,6.6
2018-01-24,34,-77.14722,167.4974,50,18,5,1.06,40.6,27,9.8,319.3,0,12.3,73.1,8.8,37.7,0,0,0,49.2,38.2,8.7,0,0,0,0,0,0,19.8,0,52.6,0,294.2,54.3,0,5.9
2018-01-24,34,-77.14722,167.4974,100,16,6,1.06,87.2,34.4,9.6,501.7,0,13.7,88.3,13.9,41.2,0,0,0,127.6,42.4,9.8,0,0,0,0,0,0,19.3,0,104.8,0,418.5,67.7,0,7.1
2018-01-24,34,-77.14722,167.4974,200,13,7,1.06,33.9,0,0,146.1,0,0,44,5.8,11.3,0,0,0,67.7,14.1,0,0,0,0,0,0,0,0,0,59.3,0,117.0,52.4,0,1.5
2018-01-27,37,-75.00033,163.0018,5,UW,1,1.06,25.5,122.4,72.8,1386.9,0,7.1,292.3,11.3,100.7,0,0,0,22.9,81,15.2,0,0,0,0,0,8.1,19,0,44.4,0,463.5,54.7,0,8.4
2018-01-27,37,-75.00033,163.0018,10,23,2,1.06,194.8,437,70.2,4950.5,0,38.4,748.7,25.2,418.9,0,0,0,172.9,200.7,73,0,0,0,0,0,0,29,19.5,219,0,2559.6,265.1,0,37.8
2018-01-27,37,-75.00033,163.0018,20,19,3,1.06,369.2,766.1,74.7,6428.8,0,32.3,642.5,25.6,535.1,0,0,0,279.7,205.8,88.4,0,0,0,0,0,0,19.3,21.5,389.7,0,3820.4,320,0,46
2018-01-27,37,-75.00033,163.0018,30,16,4,1.06,223.7,212.2,20.4,2659.8,0,21.5,172.2,18.6,227.1,0,0,0,212.5,83.8,33.7,0,0,0,0,0,0,32,0,239.6,0,1960.2,135.6,0,21.1
2018-01-27,37,-75.00033,163.0018,50,14,5,1.06,113.6,41.6,13,703.3,0,0,95.5,0,50.5,0,0,0,120,29.3,9.8,0,0,0,0,0,0,0,0,130.7,0,550.2,77.2,0,4.7
2018-01-27,37,-75.00033,163.0018,100,10,6,1.06,46,0,0,196.2,0,0,46,0,16,0,0,0,61.1,13.2,0,0,0,0,0,0,0,0,0,66.9,0,144.1,59.7,0,2.9
2018-01-28,39,-75.00098,163.8302,5,UW,1,1.06,112,382.8,45.4,2372,0,11.3,467.4,0,135.6,4.3,0,0,81.7,111.6,21.9,0,10.8,0,0,0,0,23.6,13.9,132.2,0,792.7,70.3,0,12.7
2018-01-28,39,-75.00098,163.8302,10,21,2,1.06,284.1,402.6,48.2,3611.6,0,18.6,339.4,17.8,264.7,0,0,0,248.9,118.7,42.7,0,14,0,0,0,0,25.6,18.9,339.9,0,2379.0,150.3,0,31.1
2018-01-28,39,-75.00098,163.8302,20,19,3,1.06,137.8,130.6,25.5,1465.4,0,10.6,124.3,11.4,121.9,0,0,0,114.1,56.8,20.1,0,0,0,0,0,0,20,14.6,152.7,0,1277.9,88.5,0,17.7
2018-01-28,39,-75.00098,163.8302,30,15,4,1.06,103.3,54.1,0,899.8,0,8.9,94.7,10.6,76.9,0,0,0,82.8,41,13.6,0,0,0,0,0,0,20.2,0,108.4,0,820.5,73.3,0,10.8
2018-01-28,39,-75.00098,163.8302,50,13,5,1.06,78.9,33.1,7,580.9,0,7.8,74.4,11.3,48.2,0,0,0,64.9,27.7,9.7,0,8.2,0,0,0,0,0,0,89.4,0,511.5,59,0,6
2018-01-28,39,-75.00098,163.8302,100,10,6,1.06,37.1,0,0,207.1,0,5.7,47.9,10.1,19.9,0,0,0,46.9,15.1,0,0,0,0,0,0,0,0,0,57.8,0,177.4,42.7,0,0.3
2018-01-28,41,-74.83313,164.9981,5,UW,1,1.06,66.9,82.2,34.5,1768,0,8.7,259.8,0,123.7,0,0,0,66.1,68.2,18.6,0,0,0,0,0,0,19.6,13.7,85.1,0,860.1,83.4,0,9.7
2018-01-28,41,-74.83313,164.9981,10,23,2,1.06,111.8,104.8,0,2651.9,0,18,360.1,17.2,211,0,0,0,125.2,136.5,27.6,0,0,0,0,0,9.2,21.4,15.1,133.5,0,1291.1,135.9,0,23.7
2018-01-28,41,-74.83313,164.9981,25,19,3,1.06,130.5,104.4,52.4,2609.1,0,31.4,359.7,0,215.7,0,0,0,136.5,124.7,34.2,0,0,0,0,0,17.7,22.1,17.4,169.6,0,1512.0,140.6,0,24.5
2018-01-28,41,-74.83313,164.9981,50,16,4,1.06,206.3,172.3,17.5,2092.2,0,37.3,270.7,13.3,175.3,0,0,0,188.7,88.4,25.1,0,0,0,0,0,0,23,14.2,206.8,0,1733.2,160.2,0,22
2018-01-28,41,-74.83313,164.9981,75,13,5,1.06,46.7,0,0,416.6,0,9.4,64.4,0,36.2,0,0,0,39,19.4,8.6,0,0,0,0,0,0,0,0,58.4,0,340.3,57.1,0,2.5
2018-01-28,41,-74.83313,164.9981,100,11,6,1.06,62.7,17,0,371.7,0,10.9,74.9,0,27.6,0,0,0,70.8,21.8,9,0,0,0,0,0,0,0,0,79.8,0,310.6,77.1,0,0.9
2018-01-28,41,-74.83313,164.9981,200,8,7,1.06,25,0,0,125.8,0,4.3,34.7,0,13,0,0,0,38.5,9.8,0,0,0,0,0,0,0,0,0,47.1,0,83.3,37.4,0,0
2018-01-28,41,-74.83313,164.9981,150,9,8,1.06,32.5,0,0,166.3,0,5.9,46.3,0,13.8,0,0,0,45.9,12.5,0,0,0,0,0,0,0,0,0,53.2,0,105.9,42.7,0,0.8
2018-01-29,42,-75.16557,163.8315,5,UW,1,1.06,23.4,179.1,28.6,1005.6,0,4.6,152.4,8.8,90.4,0,0,0,24.6,134.5,15.2,0,14.1,0,0,0,9.3,20.2,13.4,42,0,677.9,53.7,0,16.8
2018-01-29,42,-75.16557,163.8315,10,21,2,1.06,165.6,656,92.5,4142.3,0,13.1,722.6,0,358.3,0,0,20.2,169.4,264.5,61.3,0,16.2,0,0,0,16.5,29.4,20.7,194.2,0,2415.6,161.3,0,55
2018-01-29,42,-75.16557,163.8315,25,18,3,1.06,211.2,630.1,77.7,4406.3,0,12.3,582.8,0,348.4,0,0,0,166.1,192.9,58.8,0,0,0,0,0,16.2,27.8,22.8,210.7,0,2795.9,168.5,0,54.1
2018-01-29,42,-75.16557,163.8315,50,15,4,1.06,79.9,72.4,19.1,894.8,0,6.1,71.1,0,79.9,0,0,0,62.2,45.7,15,0,0,0,0,0,0,21.8,13.8,83.1,0,805.7,60.1,0,10.2
2018-01-29,42,-75.16557,163.8315,100,12,5,1.06,9.2,0,0,78.3,0,0,0,6.2,13,0,0,0,10.8,9.6,0,0,0,0,0,0,0,0,0,0,0,61.2,0,0,0
2018-01-30,43,-75.21808,162.5528,5,UW,1,1.06,173.9,433.5,49.2,2937.8,0,18.5,394.2,18.2,204,0,0,0,140.5,122.6,30.6,0,0,0,0,0,9.7,26.5,0,200.2,0,1351.9,107,0,15.9
2018-01-30,43,-75.21808,162.5528,10,21,2,1.06,268.5,671.4,84.7,4583.1,0,25.7,635.3,24,374.8,0,0,0,241.2,332.2,51.8,0,24.5,0,0,0,0,0,18.9,309.5,0,2332.6,183.3,0,41.3
2018-01-30,43,-75.21808,162.5528,20,19,3,1.06,298.1,740.3,82.5,4561.1,0,29.7,579.7,24,372.2,0,0,0,273.2,265.7,53,0,0,0,0,0,0,37.9,19.1,360.2,0,2515.6,191.6,0,40.1
2018-01-30,43,-75.21808,162.5528,50,15,4,1.06,119.3,89.6,17.5,1287.9,0,21.7,130.5,11.5,116.3,0,0,0,90.7,58,17.3,0,0,0,0,0,0,23.6,0,119.5,0,1075.0,91.8,0,16.3
2018-01-30,43,-75.21808,162.5528,75,12,5,1.06,85.1,34.8,0,599.8,0,9.9,82.1,11.4,58.1,0,0,0,77.6,32.1,10.3,0,0,0,0,0,0,0,0,93.9,0,561.4,60.4,0,7.2
2018-01-30,43,-75.21808,162.5528,100,10,6,1.06,36,0,0,206.1,0,0,36.5,10.2,21.6,0,0,0,36.7,14,0,0,0,0,0,0,0,0,0,53.5,0,179.9,38.6,0,1.6
2018-01-31,46,-74.74177,164.7126,UW,1,1,1.06,41.4,86.1,61.6,1883,0,8.2,356,9.8,92.4,0,0,0,21.1,51.1,16.4,0,0,0,0,0,7.4,20.8,0,47.6,0,465.6,57.3,0,6.8
2018-01-31,46,-74.74177,164.7126,21,2,2,1.06,81.3,122.2,65.1,2827,0,20.4,668.1,17.6,214.2,0,0,0,71.3,132.2,30.7,0,0,0,0,0,10.2,21.3,14.9,82.6,0,875.6,112.2,0,22.4
2018-01-31,46,-74.74177,164.7126,19,3,3,1.06,247.8,136,35.7,2863.9,0,51.5,315.6,22.8,223.5,0,0,0,288,115,36.4,0,0,0,0,0,0,22,15.4,273.9,0,1985.0,164.7,0,24.2
2018-01-31,46,-74.74177,164.7126,15,4,4,1.06,233.8,182.8,24.1,2106.1,0,32.9,211.7,15.1,157.6,0,0,0,267.5,83.1,27,0,0,0,0,0,0,21.1,0,279.6,0,1549.5,135.2,0,14.3
2018-01-31,46,-74.74177,164.7126,13,5,5,1.06,180.6,153.1,10.2,1459.4,0,26.4,185.8,12.6,104.6,0,0,0,173.5,58,20.2,0,0,0,0,0,0,20.2,0,187.9,0,1050.1,123,0,12.1
2018-01-31,46,-74.74177,164.7126,10,6,6,1.06,66.6,29.5,6.8,386.8,0,15.9,98.8,10.3,32.2,0,0,0,79.6,24.6,8,0,0,0,0,0,0,0,0,84.2,0,287.6,104,0,3.4
2018-02-01,47,-74.87763,163.5778,UW,1,1,1.06,85.8,310.2,99.7,3044,0,23,753.4,17.4,271.6,0,0,0,41.8,240.3,33.9,0,12.5,0,0,0,16.1,20.2,16.2,61.1,0,1077.9,95,0,29.3
2018-02-01,47,-74.87763,163.5778,21,2,2,1.06,125.2,279.7,82.4,3830.9,0,39.8,1522.7,18.6,343.8,0,0,0,68.2,276,44.4,0,0,0,0,0,15.5,21,15.8,99.1,0,978.4,146.8,0,42.6
2018-02-01,47,-74.87763,163.5778,19,3,3,1.06,111,384.6,107.5,4066.4,0,37.2,1276.6,16.1,367,0,0,0,67.3,231,49.3,0,10.8,0,0,0,14.2,22.8,17.7,89.7,0,1421.3,177.3,0,47
2018-02-01,47,-74.87763,163.5778,15,4,4,1.06,67.5,254.4,52.3,2183.9,0,34.5,361.7,0,211.5,0,0,0,41.4,86.4,29.6,0,0,0,0,0,8.2,19.6,15,69.1,0,1140.7,104.1,0,20.7
2018-02-01,47,-74.87763,163.5778,13,5,5,1.06,170.3,103.6,22.5,1865.2,0,48.2,227.1,13.3,161.2,0,0,0,187.7,82.7,24.8,0,0,0,0,0,0,19.7,13.6,195.9,0,1468.3,133.2,0,18.7
2018-02-01,47,-74.87763,163.5778,10,6,6,1.06,141.9,63.8,0,1210,0,22.7,165.9,0,107.2,0,0,0,142,55.6,16.8,0,0,0,0,0,0,20.4,13,159.6,0,1047.4,121.2,0,10.1
2018-02-01,47,-74.87763,163.5778,7 or 8,7,7,1.06,84.8,50.4,0,529,0,14.4,99.1,12.5,49.6,0,0,0,79,31,10.3,0,17,0,0,0,0,0,0,96.2,0,444.7,87,0,4.4
2018-02-01,48,-74.8728,163.3296,UW,1,1,1.06,58.7,382.7,47.1,2652,0,20.2,832.6,0,227.4,0,0,0,43.1,312.2,37.9,0,28.3,0,0,0,15.1,20.6,14.1,56.3,0,718.8,73.1,0,38.9
2018-02-01,48,-74.8728,163.3296,21,2,2,1.06,118.5,239.8,24.6,3265.6,0,33.3,947.6,0,317.1,0,0,0,61.3,162.3,52,0,0,0,0,0,12.6,20,19.6,89.8,0,1454.7,155.5,0,33.8
2018-02-01,48,-74.8728,163.3296,17,3,3,1.06,147.2,246.9,0,2340.5,0,29.6,328.1,0,244,0,0,0,93.5,121.5,34.4,0,0,0,0,0,7.5,21.9,16.3,130,0,1785.8,142.8,0,26.2
2018-02-01,48,-74.8728,163.3296,15,4,4,1.06,82.1,62.4,0,731.8,0,11.1,93.1,0,70.8,0,0,0,48.2,38.4,12.2,0,11,0,0,0,0,0,13.5,85.2,0,676.8,66.1,0,9.8
2018-02-01,48,-74.8728,163.3296,11,5,5,1.06,33.9,25.7,0,260,0,5.2,54.4,11,30.3,0,0,0,29.8,20,7.6,0,7.8,0,0,0,0,0,0,51.9,0,230.6,40.4,0,2.7
2018-02-01,48,-74.8728,163.3296,8,6,6,1.06,23.7,0,0,146,0,0,38.8,7.3,18.2,0,0,0,27.8,11.7,0,0,0,0,0,0,0,0,0,43.2,0,114.6,39.3,0,0
2018-02-03,51,-74.99992,163.5022,5,UW,1,1.06,125.9,423,63.3,3199.7,0,18.8,931.5,0,255.6,0,0,0,78.4,219.2,37.4,0,20,0,0,0,14.3,24.5,14.6,108.1,0,1125.5,115.5,0,32.2
2018-02-03,51,-74.99992,163.5022,20,21,2,1.06,142.5,454.1,92.7,3439.8,0,19.1,736.8,0,267.7,0,0,0,102,186.7,39.1,0,12.8,0,0,0,12,25.9,18.2,140.7,0,1470.5,137.2,0,30.6
2018-02-03,51,-74.99992,163.5022,30,19,3,1.06,141.1,402.5,65,3283.9,0,24.3,716.6,0,305.2,0,0,0,81,188.1,43.5,0,11,0,0,0,9.9,28.6,17.8,107.4,0,1643.9,162.5,0,36.9
2018-02-03,51,-74.99992,163.5022,50,15,4,1.06,109.8,108.9,30.6,1519.7,0,26,161,14.3,152.4,0,0,0,107.1,61.2,23.6,0,19.8,0,0,0,0,34,14,114.2,0,1190.2,96.1,0,15.3
