STATION,DATE,BOTTLE,LATITUDE,LONGITUDE,DEPTH,SAL,TEMP,TCO2,TALK,POC,d13C_POM,PON,d15N_POM
102,03/06/13,9,-74.83132,164.47724,200,34.64,-1.86,2226.1,2348.8,32.95,-27.00,7.09,7.18
102,03/06/13,11,-74.83128,164.4771,150,34.38,-1.55,2206.3,2344.2,78.13,-26.12,16.27,5.52
102,03/06/13,13,-74.83124,164.47696,100,33.93,-1.80,2122.1,2315.4,152.06,-27.25,34.28,3.48
102,03/06/13,15,-74.83116,164.47678,25.1,33.88,-1.85,2118.2,2314.4,128.90,-26.24,27.87,2.29
102,03/06/13,17,-74.83116,164.47672,25,33.87,-1.85,2111.2,2313.3,144.54,-26.44,32.01,3.17
102,03/06/13,19,-74.83114,164.47666,1,33.87,-1.85,2078.0,2312.7,155.52,-25.71,34.21,3.42
103,03/06/13,1,-74.26992,168.92986,662,34.79,-1.89,2240.2,2354.5,10.97,-26.58,2.57,6.60
103,03/06/13,3,-74.2697,168.93038,599,34.78,-1.90,2231.9,2359.2,8.90,-26.85,1.79,15.14
103,03/06/13,5,-74.26934,168.93119,500,34.78,-1.90,2239.0,2359.2,11.27,-27.28,2.20,13.33
103,03/06/13,7,-74.26906,168.93183,425,34.77,-1.90,2233.0,2354.7,23.37,-27.71,4.70,8.33
103,03/06/13,9,-74.26878,168.93247,350,34.76,-1.90,2231.9,2359.6,16.44,-28.73,3.49,7.09
103,03/06/13,11,-74.26844,168.93326,250,34.73,-1.90,2223.0,2353.6,21.99,-27.96,4.49,8.85
103,03/06/13,13,-74.26811,168.93401,150,34.69,-1.88,2223.0,2339.6,22.21,-28.32,4.71,12.10
103,03/06/13,15,-74.26786,168.93458,75,34.57,-1.52,2221.9,2324.3,93.43,-28.31,20.49,4.16
103,03/06/13,17,-74.26766,168.93502,30,34.02,-1.83,2129.7,2316.9,184.58,-28.01,40.94,2.82
103,03/06/13,19,-74.2675,168.93536,3,33.79,-1.84,2089.4,2303.1,193.11,-28.29,41.99,3.77
104,03/06/13,1,-74.1916,169.54328,585,34.78,-1.90,2237.5,2355.9,11.89,-27.38,2.53,6.59
104,03/06/13,3,-74.1914,169.54394,500,34.77,-1.90,2234.4,2355.6,10.84,-27.24,2.10,12.27
104,03/06/13,5,-74.19118,169.54464,400,34.76,-1.90,2234.8,2354.0,13.80,-27.74,2.80,8.29
104,03/06/13,7,-74.19099,169.54532,324,34.74,-1.89,2235.9,2351.1,17.82,-27.54,3.50,9.93
104,03/06/13,9,-74.1908,169.54602,251,34.73,-1.89,2232.9,2348.9,18.60,-28.06,3.78,9.57
104,03/06/13,11,-74.19058,169.54693,140,34.66,-1.87,nd,2349.5,29.42,-28.74,6.08,6.97
104,03/06/13,13,-74.19042,169.5476,75,34.58,-1.67,2215.5,2349.5,51.52,-27.54,10.78,5.76
104,03/06/13,15,-74.19026,169.5481,35,33.90,-1.64,2146.3,2314.9,150.56,-26.92,33.77,4.50
104,03/06/13,17,-74.19022,169.54825,25,33.82,-1.70,nd,2304.4,175.48,-26.75,38.87,4.06
104,03/06/13,19,-74.19014,169.54856,1,33.39,-1.81,2066.8,2282.2,181.89,-27.74,39.33,3.59
106,03/07/13,1,-74.16714,170.41736,622,34.78,-1.90,2239.3,2357.2,10.84,-27.35,1.98,15.37
106,03/07/13,3,-74.16712,170.41722,501,34.77,-1.90,2236.4,2354.7,12.95,-27.02,2.29,12.89
106,03/07/13,5,-74.16712,170.41724,400,34.76,-1.90,2233.6,2355.7,13.13,-27.51,2.59,14.65
106,03/07/13,7,-74.1671,170.41716,300,34.73,-1.90,2240.9,2353.1,12.45,-27.86,2.61,13.92
106,03/07/13,9,-74.1671,170.41714,200,34.68,-1.89,2234.8,2348.1,14.08,-28.27,2.83,9.63
106,03/07/13,11,-74.1671,170.41714,150,34.66,-1.86,nd,2347.7,23.40,-28.57,4.87,7.68
106,03/07/13,13,-74.1671,170.41712,100,34.64,-1.85,2223.1,2343.5,27.97,-28.87,6.03,6.48
106,03/07/13,15,-74.1671,170.41714,50,34.21,-1.69,2183.8,2325.4,168.17,-30.24,36.85,2.64
106,03/07/13,17,-74.16718,170.41702,24,34.16,-1.82,2158.3,2314.1,213.95,-30.58,45.34,3.39
106,03/07/13,19,-74.16726,170.417,1,34.06,-1.83,2137.8,2319.9,209.74,-30.30,44.96,2.37
107,03/07/13,1,-75.74994,168.99726,429,34.73,-1.89,2239.9,2354.7,14.61,-27.75,2.99,8.10
107,03/07/13,3,-75.74988,168.9972,400,34.73,-1.90,2232.8,2355.3,24.32,-29.36,2.98,9.19
107,03/07/13,5,-75.74988,168.99722,300,34.69,-1.90,2229.9,2353.4,16.61,-29.50,3.16,11.39
107,03/07/13,7,-75.74988,168.99716,250,34.68,-1.90,2239.1,2351.6,18.25,-29.22,3.52,9.05
107,03/07/13,9,-75.74984,168.99706,200,34.66,-1.91,2233.9,2349.6,17.81,-30.02,3.78,8.29
107,03/07/13,11,-75.74986,168.9972,150,34.63,-1.90,2221.4,2347.4,15.75,-29.34,3.18,7.39
107,03/07/13,13,-75.74994,168.99738,80,34.58,-1.66,2223.6,2343.9,35.42,-28.93,7.17,7.84
107,03/07/13,15,-75.75002,168.99756,40,34.40,-1.51,2207.4,2339.7,168.49,-30.49,35.14,4.12
107,03/07/13,17,-75.7501,168.9977,15,34.19,-1.84,2148.9,2327.6,265.54,-32.41,55.51,1.35
107,03/07/13,19,-75.75012,168.99778,3,34.19,-1.84,2139.5,2322.8,279.78,-32.79,58.27,1.76
108,03/07/13,1,-75.75222,168.99466,425,34.73,-1.89,2247.9,2352.6,20.86,-28.13,4.16,8.13
108,03/07/13,3,-75.75216,168.99444,350,34.72,-1.90,2247.7,2350.3,35.33,-30.66,5.77,6.59
108,03/07/13,5,-75.75216,168.99445,300,34.69,-1.90,2247.3,2353.8,17.88,-29.51,3.15,12.52
108,03/07/13,7,-75.75216,168.99442,250,34.68,-1.91,2246.5,2352.5,18.98,-29.61,3.58,11.55
108,03/07/13,9,-75.75216,168.99438,200,34.65,-1.91,2244.6,2348.1,26.40,-30.89,4.87,9.74
108,03/07/13,11,-75.75217,168.99446,150,34.63,-1.90,2234.3,2344.0,21.06,-29.03,4.02,10.15
108,03/07/13,13,-75.75222,168.99465,80,34.57,-1.69,2224.5,2343.4,37.19,-28.86,7.48,6.94
108,03/07/13,15,-75.75226,168.99478,40,34.26,-1.71,2182.7,2324.9,262.66,-32.51,55.14,2.15
108,03/07/13,17,-75.75228,168.9949,14,34.19,-1.84,2161.1,2324.7,318.18,-32.83,66.06,3.42
108,03/07/13,19,-75.75228,168.99492,2,34.19,-1.84,2160.2,2322.1,301.64,-32.45,61.72,2.08
109,03/08/13,1,-75.76596,168.92394,433,34.73,-1.89,2236.1,2350.3,17.42,-27.99,3.19,9.01
109,03/08/13,3,-75.76596,168.92406,350,34.71,-1.90,2234.2,2349.9,21.44,-29.20,3.74,8.15
109,03/08/13,5,-75.76596,168.92408,300,34.70,-1.90,2234.9,2347.6,20.31,-29.31,3.11,10.68
109,03/08/13,7,-75.76596,168.92408,250,34.67,-1.90,2232.9,2346.7,16.66,-29.13,2.92,11.30
109,03/08/13,9,-75.76596,168.92414,200,34.66,-1.91,2230.9,2344.9,20.87,-28.51,3.67,9.97
109,03/08/13,11,-75.76598,168.9242,150,34.63,-1.94,2226.7,2344.9,19.18,-28.63,3.53,8.88
109,03/08/13,13,-75.76598,168.9243,80,34.57,-1.67,2222.8,2343.4,29.51,-28.31,5.76,8.51
109,03/08/13,15,-75.76598,168.92453,38,34.22,-1.83,2171.5,2327.9,277.94,-32.29,56.94,1.30
109,03/08/13,17,-75.76598,168.92464,15,34.20,-1.85,2149.4,2322.3,290.20,-32.36,59.85,2.02
109,03/08/13,19,-75.76598,168.92475,1,34.20,-1.84,2143.8,2320.6,312.67,-32.64,63.36,1.71
110,03/08/13,1,-75.76432,168.92626,435,34.73,-1.89,2234.6,2352.6,23.23,-28.70,4.12,8.37
110,03/08/13,3,-75.76424,168.9264,350,34.71,-1.90,2235.6,2350.0,28.95,-29.04,5.11,9.84
110,03/08/13,5,-75.7642,168.92646,300,34.69,-1.90,2233.7,2349.9,24.20,-29.55,4.35,7.80
110,03/08/13,7,-75.76416,168.92652,250,34.67,-1.90,2232.5,2354.8,14.75,-29.29,2.55,11.92
110,03/08/13,9,-75.76412,168.92658,200,34.65,-1.92,2231.9,2346.8,17.25,-29.41,2.98,8.86
110,03/08/13,11,-75.76412,168.9266,150,34.63,-1.90,nd,2341.5,21.80,-29.11,4.45,8.88
110,03/08/13,13,-75.7641,168.92666,80,34.59,-1.70,2228.5,2341.3,30.52,-28.54,6.44,7.44
110,03/08/13,15,-75.76406,168.92668,40,34.45,-1.49,2215.9,2333.2,68.95,-29.01,14.26,4.19
110,03/08/13,17,-75.76404,168.92672,15,34.21,-1.83,2153.0,2324.8,307.57,-32.48,61.49,1.59
110,03/08/13,19,-75.764,168.92676,1,34.21,-1.83,2152.1,2319.4,309.85,-32.44,61.84,0.86
113,03/08/13,1,-75.73718,168.82502,415,34.73,-1.89,2239.6,2353.1,18.24,-27.84,3.72,6.66
113,03/08/13,3,-75.73704,168.82463,350,34.72,-1.90,2235.9,2353.9,26.69,-29.62,4.57,9.74
113,03/08/13,5,-75.73689,168.82418,300,34.69,-1.90,2236.1,2352.5,23.53,-30.04,4.18,9.90
113,03/08/13,7,-75.73676,168.82392,250,34.67,-1.90,2234.1,2348.7,16.02,-28.38,3.25,11.34
113,03/08/13,9,-75.73662,168.82368,200,34.65,-1.90,2232.5,2346.9,16.40,-28.87,2.99,9.59
113,03/08/13,11,-75.7365,168.82339,150,34.64,-1.91,2227.2,2345.8,23.92,-29.09,4.38,9.77
113,03/08/13,13,-75.73634,168.82287,80,34.56,-1.45,2223.3,2344.3,25.25,-27.83,5.19,14.36
113,03/08/13,15,-75.73622,168.82258,40,34.30,-1.62,2202.6,2333.1,151.39,-31.23,31.39,1.66
113,03/08/13,17,-75.73612,168.82238,15,34.21,-1.84,2150.9,2325.1,301.20,-32.38,63.43,1.66
113,03/08/13,19,-75.73604,168.82222,2,34.20,-1.84,2152.7,2327.2,312.77,-32.35,64.53,1.22
114,03/08/13,1,-75.72126,168.79946,334,34.73,-1.90,2237.1,2355.3,36.95,-30.29,5.14,6.04
114,03/08/13,3,-75.72116,168.7992,325,34.73,-1.90,2236.9,2354.6,40.75,-29.99,5.62,9.03
114,03/08/13,5,-75.72108,168.79908,299,34.71,-1.90,2237.0,nd,29.58,-30.01,4.91,9.71
114,03/08/13,7,-75.721,168.79912,251,34.67,-1.90,2230.5,2349.7,41.82,-31.62,6.05,8.77
114,03/08/13,9,-75.72084,168.79882,200,34.65,-1.92,2230.2,2346.7,20.28,-29.59,3.59,8.55
114,03/08/13,11,-75.72063,168.79824,150,34.63,-1.91,2218.8,2345.7,32.31,-29.54,6.23,8.43
114,03/08/13,13,-75.72048,168.79768,80,34.57,-1.64,2219.4,2337.4,25.25,-27.63,5.12,10.58
114,03/08/13,15,-75.7204,168.79754,40,34.33,-1.62,2173.6,2330.1,238.94,-32.11,49.39,3.04
114,03/08/13,17,-75.72024,168.79714,15,34.20,-1.83,2147.0,2330.8,302.19,-32.33,63.18,1.83
114,03/08/13,19,-75.72008,168.7967,1,34.20,-1.83,2153.0,2324.8,310.27,-32.27,63.81,1.38
115,03/09/13,1,-75.70572,168.74166,400,34.73,-1.90,2238.5,2352.9,25.42,-29.02,2.91,9.25
115,03/09/13,3,-75.70568,168.74138,350,34.73,-1.90,2239.0,2352.4,30.27,-30.17,3.62,6.40
115,03/09/13,5,-75.70564,168.74108,300,34.71,-1.90,2236.7,2350.8,23.67,-29.79,3.09,8.94
115,03/09/13,7,-75.70558,168.74076,250,34.69,-1.90,2234.0,2349.7,21.12,-30.44,2.82,6.32
115,03/09/13,9,-75.70556,168.74046,200,34.66,-1.91,2231.1,2348.8,20.20,-29.20,2.87,6.79
115,03/09/13,11,-75.70552,168.74018,150,34.64,-1.91,2227.1,2346.3,20.75,-28.89,3.09,7.79
115,03/09/13,13,-75.70548,168.73982,80,34.57,-1.58,2220.7,2339.9,20.97,-28.16,3.40,4.20
115,03/09/13,15,-75.70544,168.7396,40,34.44,-1.48,2211.6,2336.1,65.58,-29.18,11.51,3.26
115,03/09/13,17,-75.70542,168.73938,15,34.21,-1.81,2153.5,2325.5,258.21,-33.37,49.89,1.77
115,03/09/13,19,-75.70539,168.7393,1,34.21,-1.82,2151.7,2322.8,281.58,-32.85,55.43,2.57
118,03/09/13,1,-76.50168,167.9988,750,34.76,-1.89,2236.1,2355.8,15.09,-26.50,3.22,5.20
118,03/09/13,3,-76.50174,167.9988,700,34.75,-1.89,2235.3,2353.4,23.58,-27.17,4.20,3.07
118,03/09/13,5,-76.50184,167.99886,600,34.73,-1.89,2234.7,2352.1,17.41,-27.09,3.04,12.51
118,03/09/13,7,-76.50196,167.9989,500,34.72,-1.89,2231.9,2350.0,19.40,-28.33,3.16,12.24
118,03/09/13,9,-76.50206,167.99894,400,34.71,-1.89,2231.3,2348.3,19.71,-28.75,3.56,8.95
118,03/09/13,11,-76.50218,167.999,300,34.68,-1.88,2224.1,2346.8,19.62,-28.47,3.53,11.35
118,03/09/13,13,-76.50236,167.99908,150,34.63,-1.89,2225.6,2344.7,20.61,-28.14,4.09,10.02
118,03/09/13,15,-76.50244,167.9991,75,34.53,-1.67,2219.5,2338.8,32.55,-29.05,6.26,6.84
118,03/09/13,17,-76.50252,167.99912,25,34.25,-1.70,2189.2,2332.7,150.01,-30.99,33.03,3.39
118,03/09/13,19,-76.50258,167.99914,2,34.22,-1.76,2141.9,2326.6,323.61,-32.37,68.40,1.95
119,03/09/13,1,-76.50142,170.0037,706,34.74,-1.89,2233.4,2354.7,15.10,-27.45,3.14,9.84
119,03/09/13,3,-76.50144,170.0052,600,34.73,-1.89,2233.9,2356.1,22.46,-28.80,3.77,10.87
119,03/09/13,5,-76.5015,170.0066,500,34.71,-1.90,2234.0,2352.4,20.72,-29.64,3.91,9.73
119,03/09/13,7,-76.50154,170.0081,400,34.68,-1.89,2229.8,2347.9,19.34,-29.49,3.59,10.14
119,03/09/13,9,-76.50158,170.00954,300,34.64,-1.91,2234.0,2347.9,18.19,-29.12,3.49,12.21
119,03/09/13,11,-76.50162,170.01093,200,34.57,-1.85,2225.6,2345.4,27.03,-29.92,5.44,7.64
119,03/09/13,13,-76.50166,170.01237,100,34.45,-1.55,2223.1,2329.2,66.97,-29.89,12.16,5.86
119,03/09/13,15,-76.50168,170.0133,50,34.29,-1.70,2172.5,2327.0,123.84,-30.79,26.95,2.32
119,03/09/13,17,-76.50168,170.01384,26,34.29,-1.73,2161.9,2331.0,158.10,-31.38,34.54,2.95
119,03/09/13,19,-76.50168,170.0146,3,34.29,-1.74,2157.6,2328.7,175.93,-31.08,36.38,1.27
120,03/10/13,1,-76.50254,172.02804,647,34.73,-1.89,2232.3,2354.5,13.81,-27.62,2.53,7.60
120,03/10/13,3,-76.50266,172.02915,600,34.73,-1.89,2235.2,2353.7,23.53,-29.25,3.37,7.82
120,03/10/13,5,-76.50286,172.03112,500,34.71,-1.90,2235.5,2351.5,20.40,-29.65,2.91,10.77
120,03/10/13,7,-76.50306,172.03308,401,34.67,-1.90,2233.5,2348.7,22.66,-29.78,3.36,7.54
120,03/10/13,9,-76.50326,172.03506,300,34.63,-1.91,2229.6,2348.7,18.83,-29.52,2.88,8.06
120,03/10/13,11,-76.50346,172.03704,200,34.55,-1.73,2221.8,2343.8,22.98,-29.82,3.99,7.24
120,03/10/13,13,-76.50366,172.03904,101,34.45,-1.50,2220.8,2339.6,53.71,-30.59,10.87,4.70
120,03/10/13,15,-76.50382,172.0404,51,34.27,-1.52,2159.9,2327.9,166.72,-31.29,32.39,1.34
120,03/10/13,17,-76.50392,172.04129,25,34.26,-1.66,2162.3,2329.6,161.56,-31.44,32.31,1.67
120,03/10/13,19,-76.504,172.04212,1,34.26,-1.66,2156.6,2327.9,193.71,-31.73,38.37,0.96
121,03/10/13,1,-76.50042,174.00164,563,34.72,-1.89,2235.3,2352.7,14.13,-28.84,2.62,5.95
121,03/10/13,3,-76.50053,174.00192,500,34.71,-1.90,2230.0,2353.5,22.50,-29.90,3.19,10.75
121,03/10/13,5,-76.5007,174.00208,400,34.67,-1.93,2232.0,2349.2,30.30,-29.92,4.32,9.00
121,03/10/13,7,-76.50088,174.00222,300,34.60,-1.88,2228.7,2342.3,21.75,-30.47,3.26,9.41
121,03/10/13,9,-76.501,174.00234,250,34.55,-1.76,2226.2,2341.3,24.78,-29.55,4.05,8.15
121,03/10/13,11,-76.50113,174.00244,200,34.51,-1.66,2225.9,2337.9,24.60,-30.26,4.10,7.36
121,03/10/13,13,-76.50124,174.00248,150,34.46,-1.56,2226.2,2332.2,26.64,-30.26,4.95,6.71
121,03/10/13,15,-76.50132,174.0024,100,34.33,-1.67,2183.1,2330.2,100.06,-29.77,19.86,2.81
121,03/10/13,17,-76.50134,174.00284,50,34.32,-1.70,2179.8,2331.6,118.51,-29.93,23.42,2.88
121,03/10/13,19,-76.50136,174.00334,1,34.30,-1.74,2163.5,2328.2,127.88,-30.23,23.96,3.96
122,03/10/13,1,-76.49868,176.00346,405,34.62,-1.91,2230.9,2347.8,23.85,-29.34,4.09,7.52
122,03/10/13,3,-76.49856,176.00364,300,34.52,-1.71,2221.3,2341.3,23.63,-29.98,4.05,5.27
122,03/10/13,5,-76.4985,176.00374,251,34.49,-1.31,2224.8,2337.1,24.25,-29.58,4.04,6.69
122,03/10/13,7,-76.49843,176.00382,200,34.43,-1.49,2217.9,2332.0,28.62,-29.99,5.15,6.32
122,03/10/13,9,-76.49836,176.00395,150,34.40,-1.66,2210.8,2333.5,20.35,-29.88,3.87,6.92
122,03/10/13,11,-76.4983,176.00402,100,34.38,-1.49,2213.2,2334.7,46.79,-29.30,6.90,3.18
122,03/10/13,13,-76.49826,176.00408,75,34.29,-1.63,2178.1,2328.8,110.57,-30.28,21.20,2.85
122,03/10/13,15,-76.49822,176.00416,50,34.28,-1.69,2174.1,2328.9,115.77,-29.85,22.17,3.65
122,03/10/13,17,-76.49818,176.00422,25,34.28,-1.69,2176.7,2327.0,109.48,-30.08,20.93,2.32
122,03/10/13,19,-76.49812,176.0043,2,34.28,-1.69,2169.9,2329.5,114.40,-29.95,21.37,2.77
123,03/10/13,1,-76.50094,178.02362,327,34.52,-1.77,2228.1,2337.1,20.22,-30.01,3.00,5.57
123,03/10/13,3,-76.50082,178.0235,250,34.49,-1.54,2226.8,2339.9,21.68,-29.81,3.49,2.53
123,03/10/13,5,-76.50074,178.0234,200,34.45,-1.50,2215.4,2332.4,23.02,-29.85,4.04,1.86
123,03/10/13,7,-76.50066,178.02334,150,34.41,-1.61,2220.0,2331.6,86.50,-30.28,18.16,5.45
123,03/10/13,9,-76.5006,178.0233,125,34.38,-1.54,2198.7,2327.9,73.65,-29.42,13.35,1.12
123,03/10/13,11,-76.50054,178.02326,100,34.36,-1.44,2171.1,2336.0,70.31,-29.39,12.67,-1.49
123,03/10/13,13,-76.50048,178.0232,75,34.34,-1.65,2172.3,2332.9,202.08,-30.09,40.55,1.97
123,03/10/13,15,-76.50043,178.02316,50,34.33,-1.75,2170.1,2332.4,126.23,-29.74,21.70,-0.05
123,03/10/13,17,-76.50038,178.02312,25,34.33,-1.75,2171.0,2328.4,127.34,-29.73,21.91,0.85
123,03/10/13,19,-76.5003,178.02308,2,34.33,-1.75,2162.1,2329.8,135.77,-29.79,24.38,0.48
124,03/11/13,1,-76.49864,-179.98844,323,34.58,-1.91,2227.6,2342.6,17.07,-29.50,2.58,2.20
124,03/11/13,3,-76.4986,-179.98816,300,34.58,-1.91,2233.7,2335.6,22.66,-29.63,3.25,3.87
124,03/11/13,5,-76.49854,-179.98779,250,34.53,-1.90,2226.5,2339.2,18.20,-29.67,3.09,1.28
124,03/11/13,7,-76.49848,-179.9874,200,34.46,-1.64,2215.7,2332.9,24.20,-29.60,3.80,4.62
124,03/11/13,9,-76.49842,-179.98705,175,34.44,-1.48,2215.4,2336.5,28.89,-29.64,4.65,1.36
124,03/11/13,11,-76.49838,-179.98666,125,34.39,-1.47,2215.5,2333.3,44.79,-29.73,8.04,1.84
124,03/11/13,13,-76.49832,-179.98633,100,34.32,-1.36,2201.8,2330.6,54.44,-29.17,8.56,2.54
124,03/11/13,15,-76.49828,-179.98605,75,34.22,-1.71,2159.9,2327.4,199.74,-30.75,36.22,0.41
124,03/11/13,17,-76.49822,-179.98568,40,34.11,-1.82,2153.7,2318.4,206.12,-31.43,35.88,1.07
124,03/11/13,19,-76.49814,-179.98515,1,34.11,-1.81,2151.2,2315.5,206.17,-31.57,36.10,1.50
125,03/11/13,1,-76.49604,-177.98716,579,34.71,-1.90,2236.4,2354.4,15.74,-29.74,2.39,1.86
125,03/11/13,3,-76.49582,-177.98626,500,34.68,-1.94,2234.6,2351.7,19.74,-30.04,2.50,5.04
125,03/11/13,5,-76.4956,-177.98522,400,34.60,-2.00,2230.2,2344.4,19.81,-29.76,3.08,6.01
125,03/11/13,7,-76.49534,-177.98414,300,34.44,-1.48,2221.8,2335.0,13.91,-29.64,2.40,3.89
125,03/11/13,9,-76.49508,-177.98299,200,34.37,-1.57,2218.0,2326.8,26.99,-29.50,4.69,2.98
125,03/11/13,11,-76.49494,-177.98236,150,34.30,-1.40,2209.4,2324.0,27.13,-29.13,4.59,1.88
125,03/11/13,13,-76.49478,-177.98176,100,34.17,-1.41,2199.0,2320.8,55.57,-30.05,9.47,1.89
125,03/11/13,15,-76.49464,-177.9811,50,34.07,-1.79,2157.7,2314.9,186.28,-31.63,34.06,0.99
125,03/11/13,17,-76.4945,-177.98053,25,34.05,-1.82,2158.8,2313.4,174.28,-31.54,31.21,1.15
125,03/11/13,19,-76.4944,-177.98004,1,34.05,-1.82,2157.4,2313.2,173.18,-31.60,30.71,0.92
127,03/11/13,1,-76.49852,-175.98051,534,34.71,-1.90,2241.9,2355.4,16.22,-29.73,2.55,2.72
127,03/11/13,3,-76.49824,-175.98022,470,34.64,-2.00,2234.1,2345.9,17.86,-30.55,2.47,7.28
127,03/11/13,5,-76.49786,-175.97982,350,34.44,-1.14,2218.2,2335.7,15.92,-29.35,2.39,6.14
127,03/11/13,7,-76.49766,-175.97964,300,34.38,-1.57,2218.5,2334.9,18.92,-29.71,2.76,5.79
127,03/11/13,9,-76.49732,-175.97931,200,34.32,-1.64,2213.0,2326.3,20.85,-29.14,3.17,3.90
127,03/11/13,11,-76.49714,-175.97912,150,34.27,-1.59,2213.3,2319.4,25.14,-29.42,4.13,3.69
127,03/11/13,13,-76.49694,-175.97892,100,34.19,-1.61,2203.7,2318.2,35.79,-29.51,5.64,0.92
127,03/11/13,15,-76.49672,-175.97866,50,34.05,-1.77,2179.5,2316.1,99.57,-30.01,18.01,1.04
127,03/11/13,17,-76.49658,-175.97852,25,34.05,-1.78,2146.1,2315.9,182.38,-30.83,32.81,-0.36
127,03/11/13,19,-76.49646,-175.97836,3,34.05,-1.78,2147.3,2313.6,186.15,-30.56,33.70,0.99
128,03/11/13,1,-76.49766,-173.9936,485,34.69,-1.91,2234.0,2352.6,18.76,-29.83,2.85,5.94
128,03/11/13,3,-76.4974,-173.99336,400,34.47,-1.33,2225.1,2333.9,14.46,-30.04,2.08,4.15
128,03/11/13,5,-76.49708,-173.9931,300,34.38,-1.43,2218.0,2332.1,19.99,-28.63,3.27,6.02
128,03/11/13,7,-76.49698,-173.993,280,34.36,-1.69,2213.4,2328.9,19.72,-29.32,3.13,1.67
128,03/11/13,9,-76.4968,-173.99286,230,34.33,-1.62,2211.8,2328.4,18.65,-29.65,3.07,2.39
128,03/11/13,11,-76.49662,-173.9927,180,34.29,-1.61,2210.9,2322.7,23.34,-29.49,4.18,3.65
128,03/11/13,13,-76.4964,-173.9925,100,34.18,-1.54,2204.4,2319.0,34.93,-29.66,5.85,7.40
128,03/11/13,15,-76.4962,-173.99234,50,34.02,-1.79,2187.4,2314.3,99.01,-31.31,17.75,1.22
128,03/11/13,17,-76.49604,-173.99222,25,34.02,-1.80,2163.0,2311.2,149.00,-31.46,27.20,0.73
128,03/11/13,19,-76.49592,-173.99212,2,34.02,-1.80,2157.2,2314.6,154.77,-31.50,27.69,0.55
130,03/12/13,1,-76.49536,-172.49128,463,34.57,-1.64,2232.7,2344.3,39.71,-27.90,9.46,5.00
130,03/12/13,3,-76.4951,-172.49097,400,34.44,-0.76,2226.1,2332.6,14.37,-27.54,1.84,3.55
130,03/12/13,5,-76.49472,-172.49057,301,34.33,-1.43,2214.5,2327.4,13.26,-28.28,2.20,4.21
130,03/12/13,7,-76.4945,-172.49032,250,34.26,-1.49,2213.0,2321.1,14.36,-28.52,2.51,2.36
130,03/12/13,9,-76.49428,-172.49008,200,34.20,-1.55,2204.1,2312.6,10.76,-28.04,1.92,1.96
130,03/12/13,11,-76.49406,-172.48986,150,34.14,-1.63,2200.8,2312.6,10.31,-27.42,1.85,0.62
130,03/12/13,13,-76.49386,-172.48966,100,34.10,-1.71,2194.4,2311.4,13.93,-28.54,2.30,3.23
130,03/12/13,15,-76.49364,-172.48944,50,33.95,-1.83,2166.6,2300.9,87.81,-31.18,16.52,-0.27
130,03/12/13,17,-76.49346,-172.48927,25,33.95,-1.83,2166.6,2303.3,103.17,-30.55,18.66,-1.20
130,03/12/13,19,-76.49329,-172.4891,1,33.95,-1.83,2168.6,2300.8,104.45,-30.94,19.22,-0.72
131,03/13/13,1,-78.64296,-164.00502,345,34.21,-2.08,2206.7,2321.1,14.56,-28.15,1.96,3.38
131,03/13/13,3,-78.64296,-164.00502,316,34.21,-1.92,2204.7,2321.7,19.77,-28.81,3.13,4.20
131,03/13/13,5,-78.64296,-164.00498,290,34.19,-1.92,2205.0,2317.5,21.03,-28.93,3.21,1.49
131,03/13/13,7,-78.64296,-164.00498,250,34.16,-1.82,2201.1,2315.7,18.95,-28.72,3.05,3.40
131,03/13/13,9,-78.64296,-164.00496,200,34.11,-1.83,2194.2,2311.1,22.78,-29.16,4.10,4.65
131,03/13/13,11,-78.64296,-164.00496,150,34.07,-1.87,2188.5,2307.7,22.48,-29.40,4.55,2.56
131,03/13/13,13,-78.64296,-164.00496,100,34.03,-1.85,2186.7,2307.0,30.50,-29.08,5.01,3.57
131,03/13/13,15,-78.64296,-164.00496,50,34.01,-1.84,2179.5,2309.1,44.84,-29.15,7.73,3.13
131,03/13/13,17,-78.64296,-164.00496,25,33.98,-1.77,2182.3,2305.1,46.02,-29.87,9.38,3.05
131,03/13/13,19,-78.64296,-164.00496,1,33.94,-1.78,2182.1,2301.7,26.29,-28.39,4.90,2.10
133,03/16/13,1,-76.91516,-157.84642,265,34.06,-1.79,2190.5,2311.4,8.86,-26.64,1.32,7.36
133,03/16/13,3,-76.91514,-157.84668,251,34.06,-1.79,2187.3,2307.4,10.82,-26.02,1.61,4.97
133,03/16/13,5,-76.9151,-157.84712,200,34.05,-1.74,2191.8,2306.6,6.60,-26.31,1.10,3.42
133,03/16/13,7,-76.91506,-157.84748,150,34.03,-1.61,2193.6,2302.9,14.92,-26.76,1.68,8.23
133,03/16/13,9,-76.91504,-157.84788,100,34.00,-1.66,2193.0,2302.4,9.70,-26.99,1.69,2.64
133,03/16/13,11,-76.91502,-157.84812,75,33.98,-1.60,2191.3,2303.0,11.73,-26.85,1.89,1.43
133,03/16/13,13,-76.915,-157.84842,50,33.95,-1.52,2180.5,2298.1,18.64,-28.36,3.86,3.17
133,03/16/13,15,-76.91498,-157.8487,24,33.59,-1.48,2169.1,2285.4,19.28,-26.76,3.61,3.49
133,03/16/13,17,-76.91496,-157.84889,7,33.40,-1.70,2143.4,2269.0,24.36,-26.51,4.63,4.24
