STATION,DATE,BOTTLE,LATITUDE,LONGITUDE,DEPTH,SAL,TEMP,TCO2,TALK,POC,d13C_POM,PON,d15N_POM
2,02/12/13,1,-77.1665,168.3331,897,34.75,-1.88,2238.5,2358.6,20.60,-27.18,2.67,-1.08
2,02/12/13,3,-77.1665,168.3331,801,34.73,-1.88,2231.4,2354.3,nd,nd,nd,nd
2,02/12/13,5,-77.1665,168.33308,701,34.72,-1.88,2230.8,2351.1,nd,nd,nd,nd
2,02/12/13,6,-77.1665,168.33308,701,34.72,-1.88,nd,nd,27.61,-28.61,2.18,1.96
2,02/12/13,7,-77.16648,168.33306,600,34.71,-1.88,2229.9,2352.2,nd,nd,nd,nd
2,02/12/13,9,-77.16648,168.33309,449,34.66,-1.87,2231.3,2350.2,26.51,-28.51,4.21,3.36
2,02/12/13,11,-77.16648,168.33307,300,34.54,-1.81,nd,2334.6,nd,nd,nd,nd
2,02/12/13,13,-77.16648,168.33308,198,34.42,-1.61,2215.6,2334.2,49.63,-29.38,8.23,0.17
2,02/12/13,15,-77.1665,168.33306,99,34.24,-0.42,2170.7,2333.0,nd,nd,nd,nd
2,02/12/13,17,-77.16648,168.33308,50,34.05,-1.00,2134.7,2315.5,139.42,-28.95,27.69,0.93
2,02/12/13,19,-77.16648,168.33306,5,33.92,-1.12,2109.4,2307.6,173.06,-28.68,31.41,1.79
3,02/13/13,1,-76.41746,167.94028,716,34.76,-1.89,2242.0,2356.3,18.37,-26.14,3.47,-4.83
3,02/13/13,3,-76.41745,167.9403,601,34.73,-1.89,2235.6,2354.9,28.27,-28.23,3.65,1.86
3,02/13/13,5,-76.41744,167.9403,500,34.72,-1.89,2235.6,2348.6,13.97,-27.49,2.41,5.69
3,02/13/13,7,-76.41746,167.94028,400,34.72,-1.89,2232.9,2349.7,17.33,-27.97,2.83,6.26
3,02/13/13,9,-76.41746,167.9403,300,34.70,-1.89,nd,2350.6,23.56,-28.04,3.55,4.37
3,02/13/13,11,-76.41746,167.94028,200,34.67,-1.89,2229.7,2345.6,24.28,-27.57,4.38,3.69
3,02/13/13,13,-76.41746,167.94028,99,34.63,-1.86,2227.0,2344.8,30.41,-25.76,6.95,5.05
3,02/13/13,15,-76.41746,167.94032,39,34.52,-1.62,2195.8,2336.7,172.23,-28.62,36.40,0.87
3,02/13/13,17,-76.41744,167.94032,20,34.27,-0.95,2149.2,2330.4,342.53,-29.46,74.15,0.90
3,02/13/13,19,-76.41746,167.9403,2,34.27,-0.95,2154.0,nd,403.65,-29.17,86.63,1.22
4,02/13/13,1,-74.99922,167.11801,588,34.79,-1.90,2246.4,2359.8,16.59,-26.44,3.41,-8.52
4,02/13/13,3,-74.99922,167.118,500,34.77,-1.90,2234.2,2356.8,12.62,-26.94,1.94,3.02
4,02/13/13,5,-74.99922,167.11804,401,34.73,-1.90,2230.0,2355.1,18.26,-27.62,2.04,2.26
4,02/13/13,7,-74.99922,167.11802,301,34.70,-1.89,nd,nd,nd,-30.65,nd,1.68
4,02/13/13,11,-74.99922,167.11807,100,34.64,-1.88,2243.1,2343.7,23.53,-28.41,3.46,5.70
4,02/13/13,13,-74.99922,167.11802,51,34.59,-1.58,2227.3,2336.0,33.58,-29.45,6.43,4.03
4,02/13/13,15,-74.99922,167.11806,25,34.51,-1.49,2197.5,2331.4,148.37,-27.60,29.33,2.08
4,02/13/13,17,-74.9992,167.11806,15,33.74,-1.01,2102.9,2301.0,432.41,-30.20,91.85,2.45
4,02/13/13,19,-74.9992,167.11805,5,33.55,-1.46,2086.3,2273.6,467.16,-30.23,97.49,2.37
5,02/14/13,1,-74.98525,165.83502,1092,34.79,-1.88,2216.3,2359.6,12.11,-26.81,2.33,-2.66
5,02/14/13,3,-74.9846,165.84037,901,34.78,-1.89,2216.2,2356.9,10.90,-27.55,1.53,5.66
5,02/14/13,5,-74.98365,165.8463,701,34.77,-1.90,2203.1,2357.2,10.86,-27.04,2.12,5.08
5,02/14/13,7,-74.98262,165.85154,501,34.74,-1.89,2228.7,2356.0,18.81,-27.63,2.88,5.82
5,02/14/13,10,-74.98144,165.85729,303,34.72,-1.89,nd,nd,19.95,-27.81,3.13,7.33
5,02/14/13,11,-74.98076,165.8602,201,34.69,-1.83,2206.3,2350.1,30.16,-26.61,5.88,5.81
5,02/14/13,13,-74.98008,165.86329,100,34.63,-1.83,2225.0,2347.4,44.89,-25.04,9.27,4.14
5,02/14/13,15,-74.97958,165.86577,59,34.30,-1.60,2187.3,2335.5,122.66,-25.46,26.86,2.65
5,02/14/13,17,-74.97904,165.86838,14,33.63,-1.78,2097.3,2307.0,256.12,-27.10,52.72,2.29
5,02/14/13,19,-74.97874,165.86964,2,33.62,-1.78,2065.4,2294.5,388.38,-28.32,79.94,2.16
6,02/14/13,1,-74.99334,165.96159,1038,34.79,-1.88,nd,2357.5,11.72,-26.41,2.41,3.04
6,02/14/13,3,-74.99324,165.96274,999,34.79,-1.88,nd,2356.3,16.00,-27.63,2.07,5.51
6,02/14/13,5,-74.99314,165.96416,900,34.78,-1.89,nd,2358.7,10.39,-26.90,2.34,4.01
6,02/14/13,7,-74.99296,165.96541,800,34.78,-1.89,nd,2357.4,6.90,-26.71,2.30,7.78
6,02/14/13,10,-74.99279,165.9668,700,34.77,-1.90,nd,nd,14.20,-26.54,2.37,5.70
6,02/14/13,11,-74.99234,165.97284,139,34.66,-1.89,2223.8,2347.6,25.05,-29.55,5.02,4.16
6,02/14/13,13,-74.99224,165.97439,75,34.61,-1.79,2219.1,2345.7,40.93,-27.10,9.61,3.82
6,02/14/13,15,-74.99218,165.97494,60,34.52,-1.54,2202.2,nd,77.07,-25.22,17.29,2.58
6,02/14/13,17,-74.99208,165.9758,30,34.19,-1.68,2183.0,2338.2,123.09,-25.43,26.99,2.80
6,02/14/13,19,-74.99197,165.97674,1,33.72,-1.76,2098.5,2302.7,337.23,-27.35,71.01,2.08
7,02/14/13,1,-75.69604,165.86336,613,34.77,-1.90,2227.3,2358.1,13.35,-26.92,2.66,1.36
7,02/14/13,3,-75.69596,165.86393,500,34.73,-1.89,2230.8,2357.2,15.18,-27.08,2.48,6.04
7,02/14/13,5,-75.69598,165.86424,400,34.72,-1.89,2221.7,2346.0,17.21,-27.52,2.94,5.18
7,02/14/13,7,-75.69586,165.8644,300,34.70,-1.89,2224.2,2353.3,25.44,-29.19,4.01,1.91
7,02/14/13,9,-75.69582,165.86444,200,34.68,-1.88,2226.0,2350.3,23.88,-27.60,4.68,1.08
7,02/14/13,11,-75.6958,165.8644,140,34.65,-1.82,2217.7,2349.8,39.15,-26.85,7.30,1.43
7,02/14/13,13,-75.69564,165.86452,80,34.62,-1.86,2221.2,2346.4,27.53,-26.53,5.80,3.49
7,02/14/13,15,-75.69544,165.86475,30,34.56,-1.78,2214.3,2344.6,46.12,-24.78,10.46,2.43
7,02/14/13,17,-75.69534,165.86496,16,34.42,-1.53,2200.9,2339.8,90.09,-22.76,19.83,1.34
7,02/14/13,19,-75.69522,165.86528,5,33.74,-1.47,2120.9,2313.6,192.68,-23.69,42.33,1.89
9,02/15/13,1,-76.9334,169.25036,831,34.74,-1.89,2223.1,2354.5,21.43,-27.77,3.56,1.98
9,02/15/13,3,-76.9334,169.2505,700,34.73,-1.89,2218.6,2351.9,25.21,-27.75,3.32,3.43
9,02/15/13,5,-76.9334,169.2505,600,34.72,-1.89,2221.4,2349.8,17.01,-28.66,3.04,3.15
9,02/15/13,7,-76.9334,169.25048,500,34.71,-1.89,2219.7,2352.9,22.88,-28.96,3.77,5.35
9,02/15/13,9,-76.9334,169.2505,400,34.69,-1.88,2214.2,2345.3,29.37,-28.92,4.73,1.04
9,02/15/13,11,-76.9334,169.2505,300,34.66,-1.88,2229.7,2342.3,25.58,-28.53,4.97,3.87
9,02/15/13,13,-76.9334,169.2505,200,34.61,-1.89,2227.8,2344.2,29.31,-28.72,5.65,3.81
9,02/15/13,15,-76.9334,169.2505,100,34.34,-1.13,2182.5,2335.8,144.62,-29.80,31.08,-0.12
9,02/15/13,17,-76.9334,169.2505,50,34.33,-1.12,2162.4,2345.3,151.67,-30.26,32.48,-0.67
9,02/15/13,18,-76.9334,169.2505,25,34.33,-1.13,2169.1,2331.5,156.73,-30.14,32.08,-2.07
9,02/15/13,19,-76.9334,169.25048,2,34.33,-1.10,2152.0,2325.6,158.12,-29.87,31.91,-2.16
10,02/16/13,1,-76.50014,172.0005,647,34.73,-1.89,2231.9,2355.6,15.12,-27.97,4.13,-3.24
10,02/16/13,3,-76.50014,172.00048,600,34.72,-1.89,2225.5,2353.0,30.73,-29.12,4.55,3.60
10,02/16/13,5,-76.50014,172.00052,501,34.71,-1.90,2224.7,2354.9,22.19,-29.89,4.44,5.40
10,02/16/13,7,-76.50014,172.00048,400,34.68,-1.91,2217.3,2349.6,20.14,-29.39,5.15,8.37
10,02/16/13,9,-76.50014,172.00046,300,34.64,-1.93,2216.0,2344.9,18.44,-29.28,4.64,8.18
10,02/16/13,11,-76.50014,172.00048,200,34.58,-1.85,2224.4,2343.6,26.40,-29.03,5.53,6.14
10,02/16/13,13,-76.50016,172.00048,100,34.42,-1.46,2211.8,2335.7,68.59,-29.97,13.71,2.42
10,02/16/13,15,-76.50014,172.00054,80,34.32,-0.98,2159.2,2334.8,130.81,-29.60,29.95,0.34
10,02/16/13,17,-76.50014,172.00048,50,34.31,-0.97,2150.1,2332.9,124.81,-29.81,27.51,-0.36
10,02/16/13,18,-76.50014,172.0005,25,34.31,-0.95,2158.3,2332.9,168.11,-29.87,30.16,-0.30
10,02/16/13,19,-76.50014,172.00052,2,34.30,-0.93,2148.7,2333.1,148.56,-30.33,31.84,-2.34
12,02/16/13,1,-76.03371,178.0031,463,34.64,-1.92,2230.8,2345.1,33.63,-29.86,6.42,5.69
12,02/16/13,3,-76.03378,178.00342,429,34.63,-1.91,2224.5,2347.4,30.45,-30.79,6.72,5.24
12,02/16/13,5,-76.0338,178.00363,400,34.60,-1.86,2221.3,2346.6,25.73,-29.55,5.52,7.78
12,02/16/13,7,-76.03396,178.00463,300,34.51,-1.73,nd,2335.1,25.78,-29.00,5.27,7.05
12,02/16/13,9,-76.03403,178.00447,200,34.44,-1.46,2224.3,2329.5,30.73,-29.85,5.53,5.61
12,02/16/13,11,-76.03402,178.00448,149,34.41,-1.61,2218.5,2329.2,32.08,-29.91,7.19,4.75
12,02/16/13,13,-76.03396,178.0037,89,34.34,-1.41,2189.3,2329.5,45.99,-29.88,10.34,-2.29
12,02/16/13,15,-76.03376,178.00309,50,34.28,-1.10,2155.4,2326.0,106.13,-29.81,22.48,2.16
12,02/16/13,17,-76.03372,178.00268,25,34.28,-1.09,2156.2,2326.6,119.93,-30.05,28.77,0.95
12,02/16/13,19,-76.03358,178.00205,6,34.28,-1.09,2166.0,2326.2,137.37,-29.73,31.96,3.97
14,02/17/13,1,-75.88088,176.92216,424,34.66,-1.89,2217.8,2353.6,38.19,-30.57,8.70,1.56
14,02/17/13,3,-75.88086,176.92208,399,34.62,-1.81,2223.8,2346.3,18.02,-30.23,4.69,5.59
14,02/17/13,5,-75.88086,176.92212,300,34.50,-1.37,2207.2,2337.7,26.29,-30.34,5.86,5.58
14,02/17/13,7,-75.88082,176.9218,250,34.47,-1.18,2201.2,2336.4,31.56,-31.05,6.20,5.58
14,02/17/13,9,-75.88082,176.92186,199,34.42,-1.52,2198.2,2330.2,27.38,-31.09,5.43,5.85
14,02/17/13,11,-75.88081,176.9215,100,34.36,-1.50,2203.3,2325.6,38.21,-31.05,8.65,4.92
14,02/17/13,13,-75.88082,176.92141,75,34.30,-1.49,2205.8,2324.3,68.81,-30.55,15.14,4.15
14,02/17/13,15,-75.88082,176.92144,51,34.24,-1.08,2169.1,2323.9,117.23,-30.04,24.63,3.32
14,02/17/13,17,-75.88082,176.92138,20,34.24,-1.06,2159.9,2323.5,140.08,-30.01,29.36,3.84
14,02/17/13,19,-75.88082,176.9213,4,34.24,-1.06,2156.8,2329.0,147.15,-30.14,31.50,3.89
16,02/17/13,1,-75.74826,175.87558,459,34.72,-1.90,nd,2351.9,30.66,-29.94,6.38,-2.51
16,02/17/13,3,-75.74796,175.87415,400,34.62,-1.80,2239.2,2349.5,22.88,-30.07,4.27,7.21
16,02/17/13,5,-75.7479,175.87298,351,34.57,-1.45,2236.1,2339.7,24.66,-30.27,4.91,6.41
16,02/17/13,7,-75.74786,175.87242,300,34.51,-1.22,2227.3,2336.5,34.14,-30.59,6.00,8.06
16,02/17/13,9,-75.74786,175.87188,200,34.41,-1.61,2217.8,2332.6,34.69,-31.16,6.97,5.55
16,02/17/13,11,-75.74779,175.87193,98,34.24,-1.01,2177.6,2323.4,120.57,-30.53,28.52,2.26
16,02/17/13,13,-75.7478,175.87144,75,34.22,-0.94,2157.9,2325.8,132.86,-30.43,28.83,3.83
16,02/17/13,15,-75.74782,175.87156,51,34.22,-0.95,2155.4,2323.9,134.84,-30.28,27.02,4.80
16,02/17/13,17,-75.74773,175.87142,20,34.22,-0.95,2145.7,2326.9,179.41,-30.31,32.98,4.20
16,02/17/13,19,-75.74768,175.87139,5,34.22,-0.95,2155.6,2322.0,169.06,-30.37,32.95,3.25
17,02/17/13,1,-75.75,169.00002,427,34.72,-1.89,2236.8,2353.6,27.04,-27.94,8.89,-1.55
17,02/17/13,3,-75.75,169.00002,400,34.72,-1.90,2236.5,2352.4,26.39,-28.59,8.90,0.57
17,02/17/13,5,-75.75,169.00002,300,34.67,-1.90,2231.4,2353.4,24.88,-26.92,7.07,8.57
17,02/17/13,7,-75.75,169,200,34.65,-1.89,2222.7,2347.5,23.54,-28.30,5.53,12.53
17,02/17/13,9,-75.75,169.00004,150,34.64,-1.89,2227.2,2346.8,25.90,-29.03,8.04,0.47
17,02/17/13,11,-75.75,169.00002,100,34.61,-1.79,2228.2,2346.9,32.77,-28.04,14.37,8.33
17,02/17/13,13,-75.75,169.00002,50,34.51,-1.59,2227.1,2339.4,38.49,-28.47,11.00,3.27
17,02/17/13,15,-75.75,169.00002,30,34.37,-1.35,2210.0,2330.0,181.14,-25.40,28.80,2.26
17,02/17/13,17,-75.75,169.00002,15,33.95,-0.57,2152.8,2319.6,334.12,-30.42,75.67,1.41
17,02/17/13,19,-75.75,169.00002,3,33.79,-1.02,2095.0,2307.5,550.57,-31.04,128.99,1.38
18,02/18/13,1,-75.6461,166.89203,484,34.73,-1.89,2237.2,2354.5,25.85,-27.86,9.21,-3.64
18,02/18/13,3,-75.64604,166.89338,400,34.72,-1.89,2236.7,2354.2,17.79,-27.02,8.90,-2.29
18,02/18/13,5,-75.64586,166.89469,301,34.69,-1.89,2237.4,2352.3,26.13,-27.63,8.88,2.33
18,02/18/13,7,-75.64588,166.89579,200,34.66,-1.89,nd,2349.0,18.94,-27.50,7.07,6.45
18,02/18/13,9,-75.64592,166.8969,100,34.63,-1.87,nd,2349.2,29.31,-27.37,8.54,5.17
18,02/18/13,11,-75.64586,166.89767,55,34.58,-1.67,2231.2,2346.8,45.46,-26.27,15.30,4.67
18,02/18/13,13,-75.64582,166.89834,20,34.51,-1.62,2226.3,2339.1,50.60,-25.85,14.20,3.93
18,02/18/13,15,-75.64584,166.89862,15,34.01,-1.71,2198.6,2331.9,206.35,-29.98,45.38,0.02
18,02/18/13,17,-75.64586,166.89894,10,33.85,-1.78,2170.1,2326.1,308.76,-30.80,68.29,1.30
18,02/18/13,19,-75.64591,166.89934,2,33.85,-1.78,2106.6,2307.3,515.33,-32.53,118.91,0.84
19,02/18/13,1,-75.43868,167.37447,407,34.76,-1.90,2228.8,2357.6,25.36,-27.67,6.78,1.98
19,02/18/13,3,-75.43917,167.37488,300,34.70,-1.89,2234.5,2352.7,21.15,-28.17,5.95,3.48
19,02/18/13,5,-75.43938,167.37543,200,34.66,-1.89,2234.2,2349.1,21.17,-27.20,5.25,4.96
19,02/18/13,7,-75.43946,167.37594,150,34.65,-1.89,2236.4,2346.3,18.84,-27.58,4.92,7.57
19,02/18/13,9,-75.43946,167.37647,100,34.63,-1.85,2232.3,2348.5,22.83,-27.73,5.96,8.50
19,02/18/13,11,-75.4394,167.3772,50,34.57,-1.49,2228.6,2343.1,27.70,-28.41,7.09,6.17
19,02/18/13,13,-75.43936,167.378,24,34.46,-1.41,2225.0,2335.6,65.30,-27.19,15.27,4.38
19,02/18/13,15,-75.43934,167.37859,15,33.82,-1.79,2147.4,2312.6,429.76,-31.54,94.97,3.24
19,02/18/13,17,-75.4393,167.37904,10,33.77,-1.82,2108.4,2302.8,568.70,-31.76,122.82,2.80
19,02/18/13,19,-75.4393,167.37958,1,33.77,-1.82,2106.2,2301.0,542.02,-31.95,115.73,1.76
20,02/18/13,1,-75.15764,167.91967,357,34.75,-1.90,2232.7,2358.3,22.78,-27.91,5.89,0.13
20,02/18/13,3,-75.15764,167.92051,300,34.70,-1.90,2239.5,2356.6,20.32,-28.15,4.88,4.84
20,02/18/13,5,-75.15764,167.9217,200,34.66,-1.89,2230.9,2351.8,24.24,-27.34,5.23,9.45
20,02/18/13,7,-75.15766,167.92248,149,34.64,-1.89,2233.0,2347.0,20.70,-28.50,5.08,11.54
20,02/18/13,9,-75.15766,167.92332,100,34.59,-1.69,2225.2,2346.5,29.72,-28.43,7.11,7.44
20,02/18/13,11,-75.15768,167.92432,50,34.50,-1.44,2214.5,2341.9,73.39,-28.23,18.66,5.11
20,02/18/13,13,-75.15768,167.925,30,33.90,-1.70,nd,2308.5,499.80,-31.14,110.43,4.31
20,02/18/13,15,-75.15768,167.92529,20,33.89,-1.68,2135.5,2312.4,484.75,-30.90,106.92,3.67
20,02/18/13,17,-75.15768,167.92541,10,33.88,-1.65,2130.4,2309.5,478.69,-31.11,102.05,3.20
20,02/18/13,19,-75.15768,167.92542,1,33.88,-1.64,2132.9,2310.2,499.22,-31.31,107.14,2.79
23,02/18/13,1,-75.45806,168.99664,360,34.76,-1.90,2238.3,2350.7,22.46,-27.93,4.59,3.25
23,02/18/13,3,-75.45804,168.99676,299,34.69,-1.90,2241.4,2351.1,22.77,-28.43,3.93,8.17
23,02/18/13,5,-75.45802,168.99704,200,34.65,-1.89,2233.8,2348.4,16.66,-27.52,4.36,8.89
23,02/18/13,7,-75.45801,168.997,149,34.64,-1.89,2232.4,2346.1,19.21,-28.45,4.29,6.07
23,02/18/13,9,-75.45804,168.99708,100,34.61,-1.77,2228.4,2346.8,25.62,-28.06,5.82,6.95
23,02/18/13,11,-75.45798,168.99746,80,34.57,-1.54,2241.5,2342.2,32.30,-28.04,7.41,8.53
23,02/18/13,13,-75.45794,168.99754,50,34.50,-1.59,2225.5,2336.8,33.04,-27.83,8.23,6.41
23,02/18/13,15,-75.45794,168.99756,25,34.33,-1.36,2175.2,2320.4,310.40,-30.13,67.91,3.24
23,02/18/13,17,-75.45794,168.99752,10,33.87,-0.85,2097.5,2309.1,568.87,-30.90,124.69,2.71
23,02/18/13,19,-75.45795,168.99752,5,33.87,-0.61,2097.9,2308.8,571.91,-31.35,125.71,2.35
24,02/18/13,1,-75.75004,168.9954,427,34.72,-1.89,2245.8,2352.7,18.93,-28.73,4.59,2.03
24,02/18/13,3,-75.75004,168.9954,400,34.71,-1.90,2242.0,2352.3,33.44,-28.92,5.83,5.58
24,02/18/13,5,-75.75004,168.99543,300,34.67,-1.90,2233.0,2348.9,21.31,-28.42,4.53,8.22
24,02/18/13,7,-75.75012,168.99466,200,34.65,-1.89,2227.9,2348.6,18.84,-28.74,4.20,9.49
24,02/18/13,9,-75.75006,168.99512,101,34.60,-1.73,2239.1,2347.4,30.58,-27.55,6.75,7.23
24,02/18/13,11,-75.75006,168.99534,50,34.49,-1.54,2228.3,2339.9,60.33,-28.25,13.67,7.52
24,02/18/13,13,-75.75006,168.99526,30,34.39,-1.40,2217.5,2333.8,138.45,-28.29,29.68,3.99
24,02/18/13,15,-75.75008,168.99516,21,33.93,-1.00,2151.2,2319.7,455.73,-30.53,99.35,3.56
24,02/18/13,17,-75.7501,168.99494,10,33.70,-1.05,2092.2,2302.6,669.66,-31.43,142.10,3.84
24,02/18/13,19,-75.75012,168.9948,5,33.70,-1.05,2087.2,2303.1,753.57,-31.47,159.26,3.23
25,02/19/13,1,-75.59516,167.92012,424,34.76,-1.90,2240.0,2351.3,24.81,-29.40,4.47,5.23
25,02/19/13,3,-75.59526,167.91959,399,34.75,-1.90,2236.5,2351.7,18.56,-27.09,3.84,3.09
25,02/19/13,5,-75.59532,167.9192,299,34.69,-1.90,2235.6,2342.8,18.43,-28.71,3.55,7.17
25,02/19/13,7,-75.59538,167.9188,200,34.65,-1.89,2230.4,2341.6,16.00,-27.56,3.03,9.06
25,02/19/13,9,-75.59536,167.9189,100,34.63,-1.84,2229.5,2345.5,20.16,-26.54,4.82,7.64
25,02/19/13,11,-75.5954,167.91872,51,34.55,-1.60,2232.1,2340.6,29.13,-26.61,6.71,4.23
25,02/19/13,13,-75.59542,167.91856,30,34.28,-1.44,2180.2,2327.1,285.85,-30.13,62.94,2.41
25,02/19/13,15,-75.59546,167.91832,21,33.95,-1.51,2119.2,2308.4,518.77,-30.21,109.37,2.38
25,02/19/13,17,-75.59548,167.91814,10,33.63,-1.57,2093.2,2297.6,727.14,-31.39,153.58,2.47
25,02/19/13,19,-75.59552,167.91796,4,33.57,-1.56,2070.3,2291.6,821.74,-31.70,173.05,2.79
26,02/19/13,1,-75.42486,166.7616,443,34.77,-1.90,2232.9,2353.4,18.42,-27.56,3.96,-4.80
26,02/19/13,3,-75.42484,166.76055,389,34.73,-1.90,2238.7,2353.4,14.94,-27.70,3.09,3.61
26,02/19/13,5,-75.42482,166.7596,300,34.70,-1.90,2237.1,2352.5,24.19,-28.22,3.67,5.18
26,02/19/13,7,-75.42482,166.75869,200,34.66,-1.89,2230.6,2345.9,20.96,-27.57,3.77,7.41
26,02/19/13,9,-75.4248,166.75774,100,34.63,-1.85,2226.4,2346.6,25.02,-27.79,4.88,5.12
26,02/19/13,11,-75.4248,166.7571,50,34.57,-1.49,2231.0,2343.0,28.01,-26.77,6.22,5.23
26,02/19/13,13,-75.4248,166.75672,30,34.53,-1.60,2223.6,2339.5,38.28,-27.05,8.53,5.95
26,02/19/13,15,-75.42478,166.7565,20,34.52,-1.59,2229.3,2337.8,68.82,-26.93,13.64,1.05
26,02/19/13,17,-75.42478,166.75626,10,33.90,-1.79,2163.3,2315.7,401.09,-30.73,86.09,2.18
26,02/19/13,19,-75.42478,166.75594,1,33.87,-1.79,2126.2,2306.2,506.02,-31.32,107.73,2.15
27,02/19/13,1,-75.15044,164.93274,1079,34.79,-1.88,2234.4,2359.7,10.55,-26.25,2.75,2.74
27,02/19/13,3,-75.14984,164.93256,900,34.78,-1.89,2232.1,2361.8,11.43,-26.81,2.81,3.25
27,02/19/13,5,-75.1492,164.93248,701,34.76,-1.89,2230.6,2361.4,11.43,-27.54,3.01,8.14
27,02/19/13,7,-75.14826,164.9323,398,34.73,-1.90,2234.4,2353.9,13.26,-27.19,3.20,8.05
27,02/19/13,9,-75.14776,164.93218,250,34.71,-1.95,2233.9,2354.0,22.45,-26.67,4.81,9.45
27,02/19/13,11,-75.14726,164.93208,100,34.67,-1.87,2238.1,2353.4,28.54,-25.28,6.95,7.20
27,02/19/13,13,-75.14704,164.93204,50,34.52,-1.57,2241.9,2351.3,48.45,-25.32,11.50,3.98
27,02/19/13,15,-75.14686,164.93202,30,33.81,-1.79,2115.0,2306.6,267.96,-26.95,60.51,2.01
27,02/19/13,17,-75.14672,164.93198,15,33.73,-1.83,2131.3,2315.2,237.16,-26.97,51.66,2.97
27,02/19/13,19,-75.14654,164.93196,3,33.70,-1.82,2098.0,2302.2,311.24,-26.98,56.34,2.23
28,02/20/13,1,-74.94582,164.224,652,34.76,-1.90,2229.3,2359.5,10.93,-27.27,2.91,2.68
28,02/20/13,3,-74.94584,164.2239,550,34.74,-1.91,2237.8,2353.4,11.30,-27.19,3.50,5.84
28,02/20/13,5,-74.9457,164.22408,450,34.73,-1.93,2235.2,2356.2,10.82,-27.75,3.48,10.93
28,02/20/13,7,-74.94562,164.22412,350,34.71,-2.04,2227.1,2352.6,7.20,-26.90,2.91,5.87
28,02/20/13,9,-74.9456,164.22408,200,34.67,-1.88,2230.6,2351.9,31.50,-26.35,7.43,5.69
28,02/20/13,11,-74.9456,164.22404,100,34.59,-1.82,2225.0,2342.9,30.06,-26.45,7.17,7.42
28,02/20/13,13,-74.94558,164.22404,60,34.19,-1.04,2167.0,2332.2,160.06,-25.67,38.04,3.34
28,02/20/13,15,-74.94558,164.22408,39,33.82,-1.54,2132.5,2314.7,256.04,-25.99,57.20,3.16
28,02/20/13,17,-74.94562,164.22404,20,33.74,-1.70,2104.5,2304.8,320.99,-26.63,69.98,2.31
28,02/20/13,19,-74.9456,164.22404,2,33.74,-1.70,2100.6,2303.5,326.18,-26.92,68.85,2.38
29,02/20/13,1,-74.83228,164.47722,627,34.77,-1.90,2242.2,2360.7,15.29,-27.28,2.92,11.39
29,02/20/13,3,-74.83234,164.47726,600,34.75,-1.91,2231.9,2359.5,10.00,-27.17,2.87,11.07
29,02/20/13,5,-74.83254,164.4775,500,34.72,-1.97,2231.8,2355.3,10.76,-27.37,3.20,7.83
29,02/20/13,7,-74.83272,164.4776,400,34.71,-1.94,2230.8,2354.2,17.34,-27.64,3.87,11.74
29,02/20/13,9,-74.8326,164.4775,300,34.69,-1.92,2232.6,2353.6,19.39,-27.34,4.56,3.35
29,02/20/13,11,-74.83264,164.47752,201,34.67,-1.87,2231.8,2352.0,27.94,-26.21,6.79,8.72
29,02/20/13,13,-74.8326,164.47748,100,34.13,-1.57,2165.0,2329.2,297.42,-26.24,63.71,2.64
29,02/20/13,15,-74.83258,164.47748,50,33.68,-1.75,2097.6,2300.6,259.64,-26.24,59.66,2.67
29,02/20/13,17,-74.83256,164.47747,24,33.59,-1.78,2084.9,2294.8,147.67,-25.63,34.84,4.73
29,02/20/13,19,-74.83244,164.47736,5,33.55,-1.82,2078.1,2293.4,300.48,-26.42,63.98,3.55
30,02/21/13,1,-75.19858,164.23318,1186,34.79,-1.87,2230.2,2358.6,12.73,-26.50,3.97,8.36
30,02/21/13,3,-75.1988,164.23268,993,34.78,-1.89,2232.6,2361.8,10.81,-27.31,2.47,14.03
