Cast,Date,Time,ISO_Date_Time,Latitude,Longitude,Depth,Niskin,Sample_Num,Filt_vol,Chl_C3,Chl_lide,MgDvp,Chl_C2,Chl_C1,Peridinin,Ph_ide,But19,Fuco,Neo,Prasino,Viola,Hex19,DD,cis_Fuco,Allo,Diato,Monad,Zeax,Lutein,Croco,Chl_b,Chlorophyll_c2_MGDG,Chlorophyll_a_allomer,DV_Chl_a,Chl_a,Ph_tin,a_Car,b_Car,Total_Chl_a
CTD_127,20130311,1707,2013-03-11T17:07:00.00Z,-76.499717,-174.018183,2.5,20,10,1.060,88,160,41,420,0,34,83,28,894,0,0,0,343,122,92,2,11,22,0,1,5,0,58,3,0,1003,51,0,9,1167
CTD_128,20130311,2134,2013-03-11T21:34:00.00Z,-76.499467,-172.004833,100.0,14,7,1.060,123,201,48,516,0,36,78,35,1099,0,0,0,389,157,112,0,11,23,0,0,0,0,65,0,0,1213,60,0,14,1414
CTD_128,20130311,2134,2013-03-11T21:34:00.00Z,-76.499467,-172.004833,50.0,16,8,1.060,0,0,0,8,0,19,0,0,8,0,0,0,68,0,0,0,0,0,0,0,0,0,2,0,0,42,5,0,0,42
CTD_128,20130311,2134,2013-03-11T21:34:00.00Z,-76.499467,-172.004833,25.0,18,9,1.060,64,113,22,269,0,17,25,24,631,0,0,0,209,75,77,0,7,13,0,0,0,0,31,0,0,799,28,0,1,912
CTD_128,20130311,2134,2013-03-11T21:34:00.00Z,-76.499467,-172.004833,1.6,20,10,1.060,58,132,27,302,10,13,32,31,731,1,0,0,199,92,81,0,6,16,0,0,0,0,28,0,0,871,31,0,3,1003
CTD_130,20130312,0219,2013-03-12T02:19:00.00Z,-76.496667,-171.507000,150.0,12,6,1.060,74,143,29,376,0,17,50,38,850,1,0,0,251,115,101,3,8,25,0,0,3,0,40,0,0,1054,39,0,9,1197
CTD_130,20130312,0219,2013-03-12T02:19:00.00Z,-76.496667,-171.507000,100.0,14,7,1.060,5,0,0,23,0,10,5,24,40,0,0,0,41,0,0,0,0,0,0,0,0,0,8,17,0,69,0,0,0,87
CTD_130,20130312,0219,2013-03-12T02:19:00.00Z,-76.496667,-171.507000,50.0,16,8,1.060,0,0,0,0,0,0,7,21,559,0,0,0,210,71,98,11,8,8,0,0,4,0,43,0,0,818,14,0,5,818
CTD_130,20130312,0219,2013-03-12T02:19:00.00Z,-76.496667,-171.507000,25.0,18,9,1.060,72,110,0,214,0,16,12,81,445,0,0,0,210,62,73,8,8,0,5,0,4,0,57,0,0,699,11,0,4,808
CTD_130,20130312,0219,2013-03-12T02:19:00.00Z,-76.496667,-171.507000,1.0,20,10,1.060,66,106,0,192,0,5,11,78,416,0,0,0,202,58,70,0,8,9,0,0,0,0,31,0,0,653,10,0,1,759
CTD_131,20130313,0337,2013-03-13T03:37:00.00Z,-78.642933,-163.995000,50.0,16,8,4.650,20,27,0,47,0,29,13,17,104,0,2,0,50,12,20,3,0,26,0,0,2,0,20,0,0,182,17,0,6,209
CTD_131,20130313,0337,2013-03-13T03:37:00.00Z,-78.642933,-163.995000,1.0,20,10,4.650,0,0,0,0,0,20,8,12,71,0,1,0,50,8,12,1,0,16,0,0,3,0,11,6,0,129,14,0,2,135
CTD_135,20130318,0532,2013-03-18T05:32:00.00Z,-76.528000,-165.767900,119.0,12,6,2.120,17,0,0,25,0,16,5,20,70,0,0,0,43,1,7,1,0,9,0,0,0,0,11,0,0,108,3,0,0,108
CTD_135,20130318,0532,2013-03-18T05:32:00.00Z,-76.528000,-165.767900,100.0,14,7,2.120,11,0,0,17,0,8,4,15,50,0,0,0,33,0,3,0,0,4,0,0,0,0,10,0,0,77,2,0,0,77
CTD_135,20130318,0532,2013-03-18T05:32:00.00Z,-76.528000,-165.767900,75.0,16,8,2.120,25,0,0,32,0,12,6,18,106,0,0,0,38,3,15,0,0,8,0,0,0,0,17,0,0,166,4,0,0,166
CTD_135,20130318,0532,2013-03-18T05:32:00.00Z,-76.528000,-165.767900,25.0,18,9,2.120,34,41,0,65,0,18,6,43,155,1,4,0,80,12,29,4,0,13,0,2,0,5,14,0,0,282,6,0,2,323
CTD_135,20130318,0532,2013-03-18T05:32:00.00Z,-76.528000,-165.767900,0.1,20,10,2.120,32,51,0,84,0,25,8,51,158,1,3,0,138,20,30,0,1,4,4,2,0,6,24,0,0,303,8,0,4,354
CTD_136,20130325,0347,2013-03-25T03:47:00.00Z,-66.666300,-136.066200,200.0,13,4,2.120,1,0,0,8,0,0,2,14,16,0,0,0,7,0,0,0,0,5,0,0,0,0,6,0,0,21,0,0,0,21
CTD_136,20130325,0347,2013-03-25T03:47:00.00Z,-66.666300,-136.066200,150.0,14,5,2.120,5,0,0,14,0,3,3,23,23,0,0,0,17,1,1,0,0,9,5,0,0,0,1,3,0,39,0,0,0,42
CTD_136,20130325,0347,2013-03-25T03:47:00.00Z,-66.666300,-136.066200,100.0,16,6,2.120,7,0,0,24,0,6,5,22,41,0,0,0,22,4,5,3,0,12,5,0,0,0,11,0,0,63,2,0,0,63
CTD_136,20130325,0347,2013-03-25T03:47:00.00Z,-66.666300,-136.066200,75.0,17,7,1.060,24,69,0,15,0,0,13,9,180,0,0,0,29,20,27,1,0,25,0,0,0,0,21,0,0,234,5,0,0,303
CTD_136,20130325,0347,2013-03-25T03:47:00.00Z,-66.666300,-136.066200,50.0,18,8,1.060,41,99,0,0,0,0,31,22,304,0,0,0,85,62,62,3,8,17,0,0,0,0,12,0,0,422,6,0,0,522
CTD_136,20130325,0347,2013-03-25T03:47:00.00Z,-66.666300,-136.066200,25.0,19,9,1.060,39,93,0,200,0,0,27,17,275,0,0,0,82,58,52,1,5,17,4,0,0,0,12,0,0,401,6,0,0,495
CTD_136,20130325,0347,2013-03-25T03:47:00.00Z,-66.666300,-136.066200,1.0,20,10,1.060,35,103,0,181,0,4,27,21,263,0,0,0,72,54,49,1,6,16,0,0,0,0,11,0,0,352,5,0,0,456
CTD_137,20130325,1340,2013-03-25T13:40:00.00Z,-66.209700,-136.060900,175.0,14,4,2.120,0,0,0,6,0,0,0,15,7,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,18,0,0,0,18
CTD_137,20130325,1340,2013-03-25T13:40:00.00Z,-66.209700,-136.060900,150.0,15,5,2.120,2,0,0,7,0,0,1,14,9,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19
CTD_137,20130325,1340,2013-03-25T13:40:00.00Z,-66.209700,-136.060900,100.0,16,6,2.120,20,46,0,107,0,0,16,9,143,0,0,0,38,29,28,0,3,10,0,0,0,0,8,0,0,210,4,0,0,256
CTD_137,20130325,1340,2013-03-25T13:40:00.00Z,-66.209700,-136.060900,75.0,17,7,1.060,10,0,0,26,0,6,7,33,50,0,0,0,38,1,2,0,0,7,0,0,0,0,8,0,0,78,0,0,0,78
CTD_137,20130325,1340,2013-03-25T13:40:00.00Z,-66.209700,-136.060900,50.0,18,8,1.060,7,0,0,38,0,0,7,19,81,0,0,0,17,6,7,0,0,16,0,0,0,0,0,0,0,106,0,0,0,106
CTD_137,20130325,1340,2013-03-25T13:40:00.00Z,-66.209700,-136.060900,25.0,19,9,1.060,39,116,0,216,0,0,31,16,290,0,0,0,76,58,59,2,6,22,0,0,0,0,15,0,0,405,8,0,0,522
CTD_137,20130325,1340,2013-03-25T13:40:00.00Z,-66.209700,-136.060900,1.0,20,10,1.060,43,93,0,229,0,0,33,23,287,0,0,0,85,61,60,0,5,17,0,0,0,0,25,0,0,437,9,0,0,530
CTD_139,nd,nd,nd,nd,nd,150.0,15,15,4.650,1,0,0,4,0,0,1,13,7,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,14
CTD_139,nd,nd,nd,nd,nd,100.0,16,16,3.744,7,15,0,6,0,0,2,3,11,0,0,0,17,1,0,0,1,0,3,0,0,0,2,0,0,24,0,0,0,40
CTD_139,nd,nd,nd,nd,nd,75.0,17,17,4.650,4,13,0,7,0,0,2,16,12,0,0,0,24,1,0,0,1,0,1,0,0,0,3,0,0,27,0,0,0,40
CTD_139,nd,nd,nd,nd,nd,50.0,18,18,4.650,5,15,0,13,0,1,3,13,31,0,0,0,16,3,1,0,3,0,2,0,0,0,2,0,0,40,2,0,0,55
CTD_139,nd,nd,nd,nd,nd,25.0,19,19,4.650,35,44,0,157,2,5,30,24,244,0,0,0,80,50,38,0,4,6,0,0,1,0,12,2,0,316,27,0,4,362
CTD_139,nd,nd,nd,nd,nd,1.0,20,20,4.650,16,32,0,72,0,1,12,11,109,0,0,0,38,22,14,0,2,3,0,0,0,0,3,0,0,138,6,0,0,170
