sta,date,lat,lon,depth_n,press,cast,bottle,time,sal,sal2,density,density2,temp,temp2,cond,cond2,fluor,trans,alt,par,cpar,spar,O2_v,O2_v2,potemp,potemp2,O2_ml_L1,O2_ml_L2,bottle_nuts,PO4,NO2,NO2_NO3,NH4,SiO4,Fo,Fa,Fo_Fa,chl_a,phaeo,dFe,cast_tmctd,lat_tmctd,lon_tmctd,bottle_tmctd,depth_tmctd,date_tmctd,time_tmctd,Bsi,PON,POC,filter_code_0_4micron,filter_id_0_4micron,vol_filt_0_4micron,Mg_0_4micron,Mg_3sd_0_4micron,Al_0_4micron,Al_3sd_0_4micron,Si_0_4micron,Si_3sd_0_4micron,P_0_4micron,P_3sd_0_4micron,S_0_4micron,S_3sd_0_4micron,Cl_0_4micron,Cl_3sd_0_4micron,K_0_4micron,K_3sd_0_4micron,Ca_0_4micron,Ca_3sd_0_4micron,Ti_0_4micron,Ti_3sd_0_4micron,V_0_4micron,V_3sd_0_4micron,Cr_0_4micron,Cr_3sd_0_4micron,Mn_0_4micron,Mn_3sd_0_4micron,Fe_P_0_4micron,Fe_P_3sd_0_4micron,Ni_0_4micron,Ni_3sd_0_4micron,Cu_0_4micron,Cu_3sd_0_4micron,Zn_0_4micron,Zn_3sd_0_4micron,Br_0_4micron,Br_3sd_0_4micron,Sr_0_4micron,Sr_3sd_0_4micron,Pb_0_4micron,Pb_3sd_0_4micron,prim_prod,prim_prod2,prim_prod3,filter_code_2micron,filter_id_2micron,vol_filt_2micron,Mg_2micron,Mg_err_2micron,Al_2micron,Al_err_2micron,Si_2micron,Si_err_2micron,P_2micron,P_err_2micron,S_2micron,S_err_2micron,Cl_2micron,Cl_err_2micron,K_2micron,K_err_2micron,Ca_2micron,Ca_err_2micron,Ti_2micron,Ti_err_2micron,V_2micron,V_err_2micron,Cr_2micron,Cr_err_2micron,Mn_2micron,Mn_err_2micron,Fe_P_2micron,Fe_P_err_2micron,Ni_2micron,Ni_err_2micron,Cu_2micron,Cu_err_2micron,Zn_2micron,Zn_err_2micron,Br_2micron,Br_err_2micron,Sr_2micron,Sr_err_2micron,Pb_2micron,Pb_err_2micron,hplc_sample_num,hplc_tot_vol_mL,hplc_tot_vol_L,hplc_vol_90pcnt_acetone,hplc_vol_CTX,hplc_vol_extract_uL,hplc_vol_extract_mL,hplc_inject_vol_sample,hplc_buff_vol,hplc_samp_buff_vol,hplc_vol_inj_samp_bot,hplc_buff_dil_factor,hplc_chl_c3,hplc_peri,hplc_but19,hplc_fuco,hplc_hex19,hplc_allo,hplc_cantha,hplc_chla_allo,hplc_chla,hplc_chla_epi,hplc_chla_sum,hplc_chl_c3_slope,hplc_peri_slope,hplc_but19_slope,hplc_fuco_slope,hplc_hex19_slope,hplc_allo_slope,hplc_cantha_slope,hplc_chla_slope,hplc_jeff_chl_c3,hplc_jeff_peri,hplc_jeff_19but,hplc_jeff_fuco,hplc_jeff_19hex,hplc_jeff_allo,hplc_jeff_cantha,hplc_jeff_chla,hplc_fluor_chl_a,hplc_fluor_phaeo_a
100,20120201,-76.667,168.9965,300,302.998,102,6,1912,34.6459,34.6491,27.8958,27.8985,-1.8906,-1.8909,2.731318,2.731531,0.0828,96.8291,98.85,0,0,1714.8,1.9316,1.9216,-1.8972,-1.8974,6.28271,6.34606,1811,1.92,0.0098,30.7,-0.0195,88.2,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
100,20120201,-76.667,168.9965,400,403.77,102,5,1912,34.6707,34.6743,27.9162,27.9191,-1.8934,-1.8937,2.737447,2.737679,0.0581,97.0763,98.85,0,0,1592.5,1.9223,1.9125,-1.9026,-1.9029,6.32534,6.39081,1812,1.94,-0.0102,30.4,-0.0279,87.5,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
100,20120201,-76.667,168.9965,500,505.784,102,4,1912,34.6935,34.6973,27.9348,27.9378,-1.8903,-1.8904,2.743951,2.744209,0.0759,97.0966,98.85,0,0,1541.6,1.9036,1.8934,-1.9023,-1.9024,6.32279,6.38662,1813,1.89,-0.0102,30.4,-0.0743,83.3,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
100,20120201,-76.667,168.9965,600,606.816,102,3,1912,34.7054,34.7091,27.9444,27.9475,-1.8886,-1.8886,2.749473,2.749737,0.0319,97.1753,98.85,0,0,1104,1.8881,1.879,-1.9037,-1.9037,6.33392,6.40449,1814,1.92,-0.0165,30.4,-0.0641,83,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
100,20120201,-76.667,168.9965,700,708.429,102,2,1912,34.715,34.7185,27.9523,27.9551,-1.8844,-1.8843,2.755043,2.755298,0.0085,97.2561,98.85,0,0,775.11,1.8652,1.8547,-1.9027,-1.9026,6.31563,6.37977,1815,1.97,-0.0098,30.3,-0.0605,83.4,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
100,20120201,-76.667,168.9965,805,805.389,102,1,1912,34.7488,34.7525,27.9797,27.9827,-1.8797,-1.8796,2.762161,2.762431,0.0082,96.1972,8.75,0,0,997.62,1.7935,1.7803,-1.9013,-1.9013,6.04552,6.10793,1816,1.91,-0.0136,30.1,-0.0768,83.3,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
101,20120202,-76.175,168.2365,1,1.442,103,23,207,33.2507,33.2924,26.7195,26.7541,-0.5714,-0.5914,2.724919,2.726385,0.5712,89.2553,6.78,316.35,36.957,856.07,2.332,2.3306,-0.5714,-0.5914,7.57325,7.73035,1829,1.41,0.123,23,0.264,64.1,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,5.53,180.35,4328.4,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
101,20120202,-76.175,168.2365,10,9.963,103,21,207,34.0914,34.037,27.4279,27.3817,-1.3108,-1.2504,2.726199,2.727248,1.8249,90.3457,9.39,84.293,11.013,765.41,2.2102,2.1974,-1.311,-1.2507,7.15723,7.20213,1828,1.58,0.119,26,0.26,70.2,1.04,0.528,1.97,4.72,0.79,0.1983,48,-76.175,168.2366,12,10,20120202,228,nd,2.48,22.88,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,5.53,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,4.715716,0.793783
101,20120202,-76.175,168.2365,20,20.178,103,19,207,34.2644,34.2412,27.5736,27.5539,-1.4728,-1.4469,2.725745,2.726222,2.0403,92.5569,9.45,26.318,3.4192,769.71,2.1574,2.1492,-1.4733,-1.4474,6.93781,7.02648,1827,1.7,0.125,27,0.209,72.4,1.08,0.564,1.915,4.75,1.13,0.2601,48,-76.175,168.2366,11,20,20120202,228,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,5.56,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,4.752557,1.132589
101,20120202,-76.175,168.2365,30,30.48,103,17,207,34.3593,34.3397,27.6523,27.6355,-1.5275,-1.499,2.72852,2.72948,2.0475,93.1824,9.48,9.8955,1.2666,781.24,2.1093,2.1003,-1.5281,-1.4996,6.77211,6.85733,1826,1.78,0.126,28.2,0.289,74.6,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
101,20120202,-76.175,168.2365,40,40.607,103,15,207,34.4296,34.434,27.712,27.7157,-1.6126,-1.6139,2.726956,2.727169,1.3277,94.5504,9.45,4.5903,0.55555,826.26,2.0662,2.0543,-1.6135,-1.6147,6.5905,6.66039,1825,1.86,0.133,29.2,0.258,76.3,8.4,4.85,1.732,1.56,0.85,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.66,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,1.556993,0.852916
101,20120202,-76.175,168.2365,50,49.815,103,13,207,34.4557,34.4587,27.7343,27.7367,-1.6487,-1.6482,2.72625,2.726507,1.016,95.2732,9.47,2.4174,0.29704,813.79,2.0523,2.0403,-1.6497,-1.6493,6.54125,6.60456,1824,1.86,0.141,29.3,0.258,76.7,nd,nd,nd,nd,nd,0.3593,48,-76.175,168.2366,10,50,20120202,228,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
101,20120202,-76.175,168.2365,60,60.482,103,11,207,34.4628,34.4665,27.7403,27.7433,-1.6567,-1.6572,2.726583,2.726811,1.0944,95.2529,98.88,1.3488,0.15322,880.3,2.0436,2.032,-1.658,-1.6585,6.52062,6.58334,1823,1.86,0.136,29.3,0.236,76.9,10.4,5.63,1.847,2.09,0.71,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.07,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,2.092073,0.705409
101,20120202,-76.175,168.2365,70,70.865,103,9,207,34.4661,34.4697,27.7431,27.7461,-1.6606,-1.6608,2.726978,2.727221,1.0866,95.5434,86.25,0.86761,0.086083,1007.9,2.0354,2.0242,-1.6621,-1.6623,6.49714,6.5679,1822,1.87,0.138,29.6,0.242,76.6,nd,nd,nd,nd,nd,0.3517,48,-76.175,168.2366,9,70,20120202,228,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
101,20120202,-76.175,168.2365,80,80.719,103,7,207,34.4981,34.5014,27.7701,27.7727,-1.6935,-1.6935,2.726983,2.727221,0.614,95.7296,46.98,0.55496,0.046882,1183.8,2.0218,2.0095,-1.6952,-1.6952,6.45064,6.50768,1821,1.88,0.14,29.7,0.219,77.2,7.66,4.39,1.745,1.43,0.75,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,1.434188,0.747152
101,20120202,-76.175,168.2365,91,91.16,103,5,207,34.5145,34.5188,27.784,27.7875,-1.7118,-1.713,2.727118,2.72733,0.6338,95.9752,9.5,0.28733,0.026825,1071.1,2.0092,1.996,-1.7137,-1.7149,6.40365,6.46322,1820,1.92,0.139,29.8,0.206,77.5,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
101,20120202,-76.175,168.2365,100,100.694,103,3,207,34.5172,34.5215,27.7862,27.7898,-1.7152,-1.7161,2.727467,2.727696,0.6247,96.1288,12.69,0.18435,0.017347,1062.7,2.0049,1.9914,-1.7173,-1.7182,6.39446,6.44947,1819,1.9,0.135,29.9,0.215,77.7,4.74,2.76,1.717,0.87,0.5,0.4557,48,-76.175,168.2366,8,100,20120202,228,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.868407,0.503005
101,20120202,-76.175,168.2365,111,111.274,103,2,207,34.5425,34.5457,27.8077,27.8103,-1.7469,-1.7465,2.727129,2.727391,0.4209,96.3069,9.5,0.094512,0.008973,1053.3,1.9911,1.9787,-1.7492,-1.7488,6.35441,6.42051,1818,1.93,0.124,30.2,0.217,78.6,nd,nd,nd,nd,nd,0.4976,48,-76.175,168.2366,7,110,20120202,228,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
101,20120202,-76.175,168.2365,117,117.153,103,1,207,34.5583,34.5655,27.8211,27.8271,-1.7659,-1.7711,2.726945,2.727022,0.3212,96.3551,8.5,0.069209,0.006495,1065.5,1.9894,1.9745,-1.7683,-1.7735,6.35535,6.40055,1817,1.91,0.125,30.2,0.215,78.9,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
101.1,20120202,-76.175,168.2365,1,1.442,103.1,23,207,33.2507,33.2924,26.7195,26.7541,-0.5714,-0.5914,2.724919,2.726385,0.5712,89.2553,6.78,316.35,36.957,856.07,2.332,2.3306,-0.5714,-0.5914,7.57325,7.73035,1829,1.41,0.123,23,0.264,64.1,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
101.1,20120202,-76.175,168.2365,10,9.963,103.1,21,207,34.0914,34.037,27.4279,27.3817,-1.3108,-1.2504,2.726199,2.727248,1.8249,90.3457,9.39,84.293,11.013,765.41,2.2102,2.1974,-1.311,-1.2507,7.15723,7.20213,1828,1.58,0.119,26,0.26,70.2,1.04,0.528,1.97,4.72,0.79,0.4216,49,-76.184,168.2321,6,10,20120202,312,nd,nd,nd,5,8,3.3,7.14,1.34,2.72,0.62,19.1,0.47,17.74,0.42,2.3,0.27,2.65,0.34,0.82,0.17,3.34,0.28,nd,nd,nd,nd,0.1,0.11,nd,nd,0.9,0.12,nd,nd,0.34,0.1,nd,nd,0.26,0.09,nd,nd,nd,nd,nd,nd,nd,8,9,3.3,31.59,2.6,5.25,1.18,177.81,1.35,2.01,0.59,30.2,0.52,625.33,4.49,17.06,0.42,18.62,0.47,0.42,0.28,nd,nd,0.17,0.14,nd,nd,2.13,0.17,nd,nd,0.39,0.12,0.08,0.14,2.25,0.12,0.28,0.17,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
